tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,numVotes_log1p,label,genres,titleType,isAdult,dir_count,dir_avg_birth_year,dir_min_birth_year,dir_avg_death_year,dir_professions,wri_count,wri_avg_birth_year,wri_min_birth_year,wri_avg_death_year,wri_professions,startYear_was_missing,runtimeMinutes_was_missing,numVotes_was_missing,genre_year_direct,genre_runtime_direct,genre_votes_direct,genre_rating_direct,genre_gross_direct,genre_external_rows,genre_source_file_count,genre_title_variant_count,genre_year_variant_count,genre_runtime_variant_count,genre_votes_variant_count,genre_rating_variant_count,genre_title_external,genre_title_key_external,genre_token_count,genre_labels,genre_match_flag,genre_title_key,genre_title_exact,genre_year_abs_diff,genre_runtime_abs_diff,genre_center_year,genre_center_runtime,genre_center_rating,genre_center_votes,genre_center_gross_usd,genre_fill_startYear,genre_fill_runtimeMinutes,genre_fill_numVotes,genre_fill_startYear_source,genre_fill_runtime_source,genre_fill_numVotes_source,title_key,rt_id,rt_movie_title,rt_year,rt_tomatometer_rating,rt_tomatometer_count,rt_audience_rating,rt_audience_count,rt_runtime_minutes,rt_high,rt_certified_fresh,candidate_count,year_diff,runtime_diff,rt_match_flag,rt_tomatometer_missing,rt_audience_missing,rt_score_gap,rt_score_gap_abs,rt_popularity_log1p,oscar_was_nominated,oscar_was_winner,oscar_num_nominations,oscar_num_wins
tt0101309,Alligator II The Mutation,,1997,92,7.7039102096163115,False,Horror Sci Fi,movie,0.0,1,,,,director producer editor,1,,,,writer,0,0,0,1991.0,94.0,2802.0,3.9,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Alligator II: The Mutation,alligator ii the mutation,2.0,horror|science fiction,1,alligator ii the mutation,1,6.0,2.0,2012.0,89.5,5.3,270.49999999999994,8178309.404034582,1991.0,94.0,2802.0,direct_tconst,direct_tconst,direct_tconst,alligator ii the mutation,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0199753,Red Planet,Red Planet,1998,106,10.950104546085857,False,Action Sci Fi Thriller,movie,0.0,1,,,,director writer producer,2,1961.0,1961.0,,"writer miscellaneous script_department,writer producer actor",0,0,0,2000.0,106.0,58571.0,5.7,18000000.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,Red Planet,red planet,3.0,action|science fiction|thriller,1,red planet,1,2.0,0.0,2011.0,93.0,5.7,276.99999999999994,10971463.216394272,2000.0,106.0,58571.0,direct_tconst,direct_tconst,direct_tconst,red planet,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0048752,The Unknown Soldier,Tuntematon sotilas,1955,177,8.901911226379612,True,Drama War,movie,0.0,1,1905.0,1905.0,1989.0,director actor writer,2,1920.5,1920.0,1990.0,"writer archive_footage,writer music_department actor",0,0,0,1955.0,177.0,7567.0,8.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,The Unknown Soldier,the unknown soldier,2.0,drama|war,1,the unknown soldier,1,0.0,0.0,1987.5,95.5,6.300000000000001,157.99999999999994,1383512.0,1955.0,177.0,7567.0,direct_tconst,direct_tconst,direct_tconst,the unknown soldier,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0104837,Meatballs 4,,1992,84,7.756623334538858,False,Comedy,movie,0.0,1,,,,writer miscellaneous director,1,,,,writer miscellaneous director,0,0,0,,,,,,,,,,,,,,,,,0,meatballs 4,0,,,,,,,,,,,none,none,none,meatballs 4,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0271200,Soul Assassin,,2001,96,8.50438256567248,False,Action Crime Thriller,movie,0.0,1,,,,producer writer director,2,,,,"producer writer director,actor writer producer",0,0,0,2001.0,96.0,1134.0,4.3,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Soul Assassin,soul assassin,3.0,action|crime|thriller,1,soul assassin,1,0.0,0.0,1999.0,93.0,5.8,176.99999999999997,4480743.999999996,2001.0,96.0,1134.0,direct_tconst,direct_tconst,direct_tconst,soul assassin,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0051087,The Tin Star,The Tin Star,1957,93,8.636929873018572,True,Western,movie,0.0,1,1906.0,1906.0,1967.0,director writer assistant_director,3,1913.0,1895.0,1977.0,"writer,writer producer director,writer producer miscellaneous",0,0,0,,,,,,,,,,,,,,,,,0,the tin star,0,,,,,,,,,,,none,none,none,the tin star,15302.0,The Tin Star,1957.0,80,5,72.0,1491.0,92.0,1.0,0.0,1.0,0.0,1.0,1,0,0,8.0,8.0,1.791759469228055,1,0,1,0
tt0093176,Prom Night II,Hello Mary Lou Prom Night II,1987,97,8.698847859222488,False,Horror Thriller,movie,0.0,1,1950.0,1950.0,,director producer writer,1,,,,director writer producer,0,0,0,1987.0,97.0,6658.0,5.7,2683519.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Hello Mary Lou: Prom Night II,hello mary lou prom night ii,2.0,horror|thriller,1,prom night ii,0,0.0,0.0,2012.0,91.0,5.35,232.99999999999997,3925025.499999999,1987.0,97.0,6658.0,direct_tconst,direct_tconst,direct_tconst,prom night ii,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0109858,Funny Man,,1994,93,7.091742115095153,False,Comedy Horror,movie,0.0,1,1960.0,1960.0,,director producer writer,1,1960.0,1960.0,,director producer writer,0,0,0,1994.0,93.0,1334.0,4.4,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Funny Man,funny man,2.0,comedy|horror,1,funny man,1,0.0,0.0,2009.0,91.0,5.5,205.5,4181216.703132769,1994.0,93.0,1334.0,direct_tconst,direct_tconst,direct_tconst,funny man,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt3198000,Beyond the Trek,Teleios,2017,89,7.889084407035514,False,Drama Sci Fi,movie,0.0,1,1972.0,1972.0,,writer director producer,1,1972.0,1972.0,,writer director producer,0,0,0,2017.0,89.0,2254.0,4.2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Beyond the Trek,beyond the trek,2.0,drama|science fiction,1,beyond the trek,1,0.0,0.0,2005.0,92.5,5.9,257.9999999999999,7177167.904034581,2017.0,89.0,2254.0,direct_tconst,direct_tconst,direct_tconst,beyond the trek,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0091706,Out of Bounds,Out of Bounds,1986,93,7.3632795869630385,False,Action Crime Drama,movie,0.0,1,1948.0,1948.0,,writer director script_department,1,,,,writer miscellaneous actor,0,0,0,1986.0,93.0,1829.0,5.4,5099316.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Out of Bounds,out of bounds,4.0,action|crime|drama|thriller,1,out of bounds,1,0.0,0.0,1999.0,93.5,5.949999999999999,170.49999999999994,3593559.4999999977,1986.0,93.0,1829.0,direct_tconst,direct_tconst,direct_tconst,out of bounds,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0023973,The Eagle and the Hawk,,1933,73,8.257602760210338,True,Action Drama War,movie,0.0,2,1893.0,1888.0,1956.5,"director art_director costume_designer,producer director miscellaneous",3,1898.0,1895.0,1960.0,"writer producer miscellaneous,writer producer script_department,writer director actor",0,0,0,1933.0,73.0,1261.0,7.1,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,The Eagle and the Hawk,the eagle and the hawk,3.0,action|drama|war,1,the eagle and the hawk,1,0.0,0.0,1999.0,95.0,6.2,151.99999999999997,1400000.0000000007,1933.0,73.0,1261.0,direct_tconst,direct_tconst,direct_tconst,the eagle and the hawk,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt3721954,Maudie,,2016,115,9.780245895678089,True,Biography Drama Romance,movie,0.0,1,1958.0,1958.0,,director writer producer,1,,,,producer writer miscellaneous,0,0,0,2016.0,115.0,19327.0,7.6,6170998.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Maudie,maudie,3.0,biography|drama|romance,1,maudie,1,0.0,0.0,1999.0,95.0,6.2,163.99999999999994,1709999.9999999998,2016.0,115.0,19327.0,direct_tconst,direct_tconst,direct_tconst,maudie,9620.0,Maudie,2017.0,89,147,89.0,7548.0,115.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0.0,0.0,4.997212273764115,0,0,0,0
tt4184878,Smosh The Movie,Smosh The Movie,2015,84,8.766394277049736,False,Adventure Comedy Fantasy,movie,0.0,1,1965.0,1965.0,,actor director producer,4,1979.3333333333333,1964.0,,"producer actor writer,producer writer actor,writer producer miscellaneous",0,0,0,2015.0,84.0,6640.0,3.2,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Smosh: The Movie,smosh the movie,4.0,adventure|comedy|fantasy|science fiction,1,smosh the movie,1,0.0,0.0,2006.5,90.5,5.95,218.50000000000006,12861607.200429883,2015.0,84.0,6640.0,direct_tconst,direct_tconst,direct_tconst,smosh the movie,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0032390,The Devil Bat,The Devil Bat,1940,68,7.988542982737695,False,Horror Sci Fi,movie,0.0,1,1900.0,1900.0,1975.0,director producer assistant_director,2,1892.0,1886.0,1962.5,"writer producer miscellaneous,writer miscellaneous",0,0,0,1940.0,68.0,3204.0,5.4,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,The Devil Bat,the devil bat,2.0,horror|science fiction,1,the devil bat,1,0.0,0.0,2012.0,89.5,5.3,270.49999999999994,8178309.404034582,1940.0,68.0,3204.0,direct_tconst,direct_tconst,direct_tconst,the devil bat,13970.0,The Devil Bat,1940.0,58,12,31.0,2050.0,67.0,0.0,0.0,1.0,0.0,1.0,1,0,0,27.0,27.0,2.5649493574615367,0,0,0,0
tt1810697,Meeting Evil,,2012,89,9.404590499635411,False,Crime Drama Mystery,movie,0.0,1,1971.0,1971.0,,producer director writer,2,1947.5,1924.0,2014.0,"writer,producer director writer",0,0,0,2012.0,89.0,12398.0,5.3,181.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Meeting Evil,meeting evil,4.0,crime|drama|mystery|thriller,1,meeting evil,1,0.0,0.0,2003.5,92.5,6.05,215.0,3242100.295052209,2012.0,89.0,12398.0,direct_tconst,direct_tconst,direct_tconst,meeting evil,9696.0,Meeting Evil,2012.0,22,9,31.0,5880.0,89.0,0.0,0.0,1.0,0.0,0.0,1,0,0,-9.0,9.0,2.302585092994046,0,0,0,0
tt3398436,German Angst,,2015,112,7.466227556215481,False,Drama Fantasy Horror,movie,0.0,3,1969.0,1963.0,,"director producer writer,director writer actor,director writer editor",4,1969.0,1963.0,,"director producer writer,director writer actor,writer miscellaneous actor,director writer editor",0,0,0,2015.0,112.0,1872.0,5.3,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,German Angst,german angst,3.0,drama|fantasy|horror,1,german angst,1,0.0,0.0,2008.0,91.0,6.1,189.0,3369307.0000000023,2015.0,112.0,1872.0,direct_tconst,direct_tconst,direct_tconst,german angst,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0444849,Karam,,1999,117,8.738979358466313,False,Thriller,movie,0.0,1,,,,cinematographer director producer,1,1974.0,1974.0,,writer director producer,0,0,0,2005.0,117.0,1454.0,5.8,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Karam,karam,4.0,action|crime|drama|thriller,1,karam,1,6.0,0.0,1999.0,93.5,5.949999999999999,170.49999999999994,3593559.4999999977,2005.0,117.0,1454.0,direct_tconst,direct_tconst,direct_tconst,karam,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt4467626,Scare Campaign,Scare Campaign,2016,80,8.116118431609365,False,Horror,movie,0.0,2,,,,"director writer producer,editor producer writer",2,,,,"director writer producer,editor producer writer",0,0,0,2016.0,80.0,3646.0,5.8,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Scare Campaign,scare campaign,1.0,horror,1,scare campaign,1,0.0,0.0,2013.0,89.0,5.0,189.0,3369307.0000000023,2016.0,80.0,3646.0,direct_tconst,direct_tconst,direct_tconst,scare campaign,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt10958102,Our Scripted Life,Our Scripted Life,2020,88,8.338066525518801,False,Comedy,movie,0.0,1,1969.0,1969.0,,director writer producer,2,1969.0,1969.0,,"director writer producer,writer",0,0,0,,,,,,,,,,,,,,,,,0,our scripted life,0,,,,,,,,,,,none,none,none,our scripted life,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt4314716,Darkness Rising,Darkness Rising,1997,81,7.254884810077338,False,Horror,movie,0.0,1,,,,producer director writer,1,,,,miscellaneous production_manager writer,0,0,0,2017.0,81.0,1449.0,3.3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Darkness Rising,darkness rising,1.0,horror,1,darkness rising,1,20.0,0.0,2013.0,89.0,5.0,189.0,3369307.0000000023,2017.0,81.0,1449.0,direct_tconst,direct_tconst,direct_tconst,darkness rising,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt2091478,Air,Air,2015,95,9.398395460617898,False,Drama Sci Fi Thriller,movie,0.0,1,,,,writer director miscellaneous,2,,,,"writer director miscellaneous,writer actor",0,0,0,2015.0,95.0,12268.0,5.1,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Air,air,3.0,drama|science fiction|thriller,1,air,1,0.0,0.0,2011.0,93.0,5.7,276.99999999999994,4480743.999999996,2015.0,95.0,12268.0,direct_tconst,direct_tconst,direct_tconst,air,2345.0,Air,2015.0,17,12,24.0,972.0,94.0,0.0,0.0,1.0,0.0,1.0,1,0,0,-7.0,7.0,2.5649493574615367,0,0,0,0
tt1235448,The Thaw,,1997,94,9.380673689458071,False,Horror Sci Fi,movie,0.0,1,,,,director writer producer,2,,,,"director writer producer,writer camera_department editor",0,0,0,2009.0,94.0,12354.0,5.2,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,The Thaw,the thaw,2.0,horror|science fiction,1,the thaw,1,12.0,0.0,2012.0,89.5,5.3,270.49999999999994,8178309.404034582,2009.0,94.0,12354.0,direct_tconst,direct_tconst,direct_tconst,the thaw,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt1416336,Extinction The G M O Chronicles,,2011,110,7.3987862754199485,False,Drama Horror Sci Fi,movie,0.0,1,1979.0,1979.0,,writer director editor,2,1972.5,1966.0,,"writer actor editor,writer director editor",0,0,0,2011.0,110.0,1658.0,4.5,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Extinction: The G.M.O. Chronicles,extinction the g m o chronicles,3.0,drama|horror|science fiction,1,extinction the g m o chronicles,1,0.0,0.0,2011.0,90.0,5.6,189.0,3369307.0000000023,2011.0,110.0,1658.0,direct_tconst,direct_tconst,direct_tconst,extinction the g m o chronicles,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt6827584,Priyamudan,Priyamudan,1998,156,7.717351272185329,True,Romance Thriller,movie,0.0,1,,,,director writer actor,2,1958.0,1958.0,,"writer actor,director writer actor",0,0,0,1998.0,156.0,2472.0,8.5,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,Priyamudan,priyamudan,2.0,romance|thriller,1,priyamudan,1,0.0,0.0,2003.5,94.0,5.95,213.49999999999997,3095371.999999998,1998.0,156.0,2472.0,direct_tconst,direct_tconst,direct_tconst,priyamudan,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt5376232,Jacob s Kingdom of Heaven,Jacobinte Swargarajyam,2000,145,7.813995675002791,True,Biography Drama Family,movie,0.0,2,1985.0,1985.0,,"music_artist music_department actor,director assistant_director producer",1,1985.0,1985.0,,music_artist music_department actor,0,0,0,2016.0,145.0,2668.0,7.6,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,Jacob's Kingdom of Heaven,jacob s kingdom of heaven,3.0,biography|drama|family,1,jacob s kingdom of heaven,1,16.0,0.0,2007.0,95.0,6.2,163.99999999999994,3242341.9999999986,2016.0,145.0,2668.0,direct_tconst,direct_tconst,direct_tconst,jacob s kingdom of heaven,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt4727512,Srimanthudu,Srimanthudu,2015,158,9.386308454797962,True,Action Drama,movie,0.0,1,1975.0,1975.0,,writer director miscellaneous,1,1975.0,1975.0,,writer director miscellaneous,0,0,0,2015.0,158.0,12809.0,7.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Srimanthudu,srimanthudu,2.0,action|drama,1,srimanthudu,1,0.0,0.0,1999.0,94.5,6.0,147.99999999999997,6169243.608197136,2015.0,158.0,12809.0,direct_tconst,direct_tconst,direct_tconst,srimanthudu,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt1683042,There Are Things You Don t Know,Chiz haie hast keh nemidani,2010,92,7.1631723908466425,True,Drama,movie,0.0,1,,,,editor sound_department director,2,,,,"actor writer,editor sound_department director",0,0,0,,,,,,,,,,,,,,,,,0,there are things you don t know,0,,,,,,,,,,,none,none,none,there are things you don t know,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt1781812,Exit Humanity,,2011,114,8.420682291035394,False,Drama Horror,movie,0.0,1,,,,producer sound_department director,1,,,,producer sound_department director,0,0,0,2011.0,114.0,4604.0,5.3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exit Humanity,exit humanity,2.0,drama|horror,1,exit humanity,1,0.0,0.0,2006.0,92.0,5.6,176.49999999999997,2368165.500000001,2011.0,114.0,4604.0,direct_tconst,direct_tconst,direct_tconst,exit humanity,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt1608776,Kurt Josef Wagle og legenden om Fjordheksa,,2010,82,7.035268599281097,False,Comedy Horror,movie,0.0,1,1979.0,1979.0,,writer director producer,2,1979.0,1979.0,,"actor writer producer,writer director producer",0,0,0,2010.0,82.0,1194.0,5.8,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Kurt Josef Wagle og legenden om Fjordheksa,kurt josef wagle og legenden om fjordheksa,2.0,comedy|horror,1,kurt josef wagle og legenden om fjordheksa,1,0.0,0.0,2009.0,91.0,5.5,205.5,4181216.703132769,2010.0,82.0,1194.0,direct_tconst,direct_tconst,direct_tconst,kurt josef wagle og legenden om fjordheksa,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
