year_film,year_ceremony,ceremony,category,canon_category,name,film,winner,title_key
1951,1952,24,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Miklos Rozsa,Quo Vadis,False,quo vadis
1951,1952,24,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Alex North,A Streetcar Named Desire,False,a streetcar named desire
1951,1952,24,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Oliver Wallace,Alice in Wonderland,False,alice in wonderland
1951,1952,24,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Johnny Green/Saul Chaplin,An American in Paris,True,an american in paris
1951,1952,24,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Peter Herman Adler/Johnny Green,The Great Caruso,False,the great caruso
1951,1952,24,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Alfred Newman,On the Riviera,False,on the riviera
1951,1952,24,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Adolph Deutsch/Conrad Salinger,Show Boat,False,show boat
1951,1952,24,MUSIC (Song),MUSIC (Original Song),Hoagy Carmichael/Johnny Mercer,Here Comes the Groom,True,here comes the groom
1951,1952,24,MUSIC (Song),MUSIC (Original Song),Bert Kalmar/Harry Ruby/Oscar Hammerstein II,The Strip,False,the strip
1951,1952,24,MUSIC (Song),MUSIC (Original Song),Lionel Newman/Eliot Daniel,Golden Girl,False,golden girl
1951,1952,24,MUSIC (Song),MUSIC (Original Song),Burton Lane/Alan Jay Lerner,Royal Wedding,False,royal wedding
1951,1952,24,MUSIC (Song),MUSIC (Original Song),Nicholas Brodszky/Sammy Cahn,"Rich, Young and Pretty",False,rich young and pretty
1951,1952,24,BEST MOTION PICTURE,BEST PICTURE,Arthur Freed,An American in Paris,True,an american in paris
1951,1952,24,BEST MOTION PICTURE,BEST PICTURE,Anatole Litvak/Frank McCarthy,Decision before Dawn,False,decision before dawn
1951,1952,24,BEST MOTION PICTURE,BEST PICTURE,George Stevens,A Place in the Sun,False,a place in the sun
1951,1952,24,BEST MOTION PICTURE,BEST PICTURE,Sam Zimbalist,Quo Vadis,False,quo vadis
1951,1952,24,BEST MOTION PICTURE,BEST PICTURE,Charles K. Feldman,A Streetcar Named Desire,False,a streetcar named desire
1951,1952,24,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,"Lambert, the Sheepish Lion",False,lambert the sheepish lion
1951,1952,24,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Stephen Bosustow,Rooty Toot Toot,False,rooty toot toot
1951,1952,24,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Fred Quimby,The Two Mouseketeers,True,the two mouseketeers
1951,1952,24,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Jack Eaton,Ridin' the Rails,False,ridin the rails
1951,1952,24,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Robert G. Leffingwell,The Story of Time,False,the story of time
1951,1952,24,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Robert Youngson,World of Kids,True,world of kids
1951,1952,24,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Les Films du Compass,Balzac,False,balzac
1951,1952,24,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Tom Mead,Danger under the Sea,False,danger under the sea
1951,1952,24,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Walt Disney,Nature's Half Acre,True,nature s half acre
1951,1952,24,SOUND RECORDING,SOUND RECORDING,Universal-International/Leslie I. Carey,Bright Victory,False,bright victory
1951,1952,24,SOUND RECORDING,SOUND RECORDING,Metro-Goldwyn-Mayer/Douglas Shearer,The Great Caruso,True,the great caruso
1951,1952,24,SOUND RECORDING,SOUND RECORDING,Samuel Goldwyn/Gordon Sawyer,I Want You,False,i want you
1951,1952,24,SOUND RECORDING,SOUND RECORDING,Warner Bros./Col. Nathan Levinson,A Streetcar Named Desire,False,a streetcar named desire
1951,1952,24,SOUND RECORDING,SOUND RECORDING,RKO Radio/John O. Aalberg,Two Tickets to Broadway,False,two tickets to broadway
1951,1952,24,SPECIAL EFFECTS,VISUAL EFFECTS,Paramount,When Worlds Collide,True,when worlds collide
1951,1952,24,WRITING (Motion Picture Story),WRITING (Original Story),Budd Boetticher/Ray Nazarro,Bullfighter and the Lady,False,bullfighter and the lady
1951,1952,24,WRITING (Motion Picture Story),WRITING (Original Story),Oscar Millard,The Frogmen,False,the frogmen
1951,1952,24,WRITING (Motion Picture Story),WRITING (Original Story),Robert Riskin/Liam O'Brien,Here Comes the Groom,False,here comes the groom
1951,1952,24,WRITING (Motion Picture Story),WRITING (Original Story),Paul Dehn/James Bernard,Seven Days to Noon,True,seven days to noon
1951,1952,24,WRITING (Motion Picture Story),WRITING (Original Story),Alfred Hayes/Stewart Stern,Teresa,False,teresa
1951,1952,24,WRITING (Screenplay),WRITING (Adapted Screenplay),James Agee/John Huston,The African Queen,False,the african queen
1951,1952,24,WRITING (Screenplay),WRITING (Adapted Screenplay),Philip Yordan/Robert Wyler,Detective Story,False,detective story
1951,1952,24,WRITING (Screenplay),WRITING (Adapted Screenplay),Max Ophuls/Jacques Natanson,La Ronde,False,la ronde
1951,1952,24,WRITING (Screenplay),WRITING (Adapted Screenplay),Michael Wilson/Harry Brown,A Place in the Sun,True,a place in the sun
1951,1952,24,WRITING (Screenplay),WRITING (Adapted Screenplay),Tennessee Williams,A Streetcar Named Desire,False,a streetcar named desire
1951,1952,24,WRITING (Story and Screenplay),WRITING (Original Screenplay),Alan Jay Lerner,An American in Paris,True,an american in paris
1951,1952,24,WRITING (Story and Screenplay),WRITING (Original Screenplay),Billy Wilder/Lesser Samuels/Walter Newman,The Big Carnival,False,the big carnival
1951,1952,24,WRITING (Story and Screenplay),WRITING (Original Screenplay),Philip Dunne,David and Bathsheba,False,david and bathsheba
1951,1952,24,WRITING (Story and Screenplay),WRITING (Original Screenplay),Robert Pirosh,Go for Broke!,False,go for broke
1951,1952,24,WRITING (Story and Screenplay),WRITING (Original Screenplay),Clarence Greene/Russell Rouse,The Well,False,the well
1951,1952,24,HONORARY FOREIGN LANGUAGE FILM AWARD,INTERNATIONAL FEATURE FILM,,Rashomon,True,rashomon
1951,1952,24,HONORARY AWARD,HONORARY AWARD,Gene Kelly,,True,
1951,1952,24,IRVING G. THALBERG MEMORIAL AWARD,IRVING G. THALBERG MEMORIAL AWARD,Arthur Freed,,True,
1952,1953,25,ACTOR,ACTOR IN A LEADING ROLE,Marlon Brando,Viva Zapata!,False,viva zapata
1952,1953,25,ACTOR,ACTOR IN A LEADING ROLE,Gary Cooper,High Noon,True,high noon
1952,1953,25,ACTOR,ACTOR IN A LEADING ROLE,Kirk Douglas,The Bad and the Beautiful,False,the bad and the beautiful
1952,1953,25,ACTOR,ACTOR IN A LEADING ROLE,José Ferrer,Moulin Rouge,False,moulin rouge
1952,1953,25,ACTOR,ACTOR IN A LEADING ROLE,Alec Guinness,The Lavender Hill Mob,False,the lavender hill mob
1952,1953,25,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Richard Burton,My Cousin Rachel,False,my cousin rachel
1952,1953,25,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Arthur Hunnicutt,The Big Sky,False,the big sky
1952,1953,25,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Victor McLaglen,The Quiet Man,False,the quiet man
1952,1953,25,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Jack Palance,Sudden Fear,False,sudden fear
1952,1953,25,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Viva Zapata!,True,viva zapata
1952,1953,25,ACTRESS,ACTRESS IN A LEADING ROLE,Shirley Booth,"Come Back, Little Sheba",True,come back little sheba
1952,1953,25,ACTRESS,ACTRESS IN A LEADING ROLE,Joan Crawford,Sudden Fear,False,sudden fear
1952,1953,25,ACTRESS,ACTRESS IN A LEADING ROLE,Bette Davis,The Star,False,the star
1952,1953,25,ACTRESS,ACTRESS IN A LEADING ROLE,Julie Harris,The Member of the Wedding,False,the member of the wedding
1952,1953,25,ACTRESS,ACTRESS IN A LEADING ROLE,Susan Hayward,With a Song in My Heart,False,with a song in my heart
1952,1953,25,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Gloria Grahame,The Bad and the Beautiful,True,the bad and the beautiful
1952,1953,25,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Jean Hagen,Singin' in the Rain,False,singin in the rain
1952,1953,25,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Colette Marchand,Moulin Rouge,False,moulin rouge
1952,1953,25,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Terry Moore,"Come Back, Little Sheba",False,come back little sheba
1952,1953,25,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,With a Song in My Heart,False,with a song in my heart
1952,1953,25,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Cedric Gibbons/Edward Carfagno/Edwin B. Willis/Keogh Gleason,The Bad and the Beautiful,True,the bad and the beautiful
1952,1953,25,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Hal Pereira/Roland Anderson/Emile Kuri,Carrie,False,carrie
1952,1953,25,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Lyle Wheeler/John DeCuir/Walter M. Scott,My Cousin Rachel,False,my cousin rachel
1952,1953,25,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Matsuyama/H. Motsumoto,Rashomon,False,rashomon
1952,1953,25,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Lyle Wheeler/Leland Fuller/Thomas Little/Claude Carpenter,Viva Zapata!,False,viva zapata
1952,1953,25,ART DIRECTION (Color),ART DIRECTION (Color),Richard Day/Clave/Howard Bristol,Hans Christian Andersen,False,hans christian andersen
1952,1953,25,ART DIRECTION (Color),ART DIRECTION (Color),Cedric Gibbons/Paul Groesse/Edwin B. Willis/Arthur Krams,The Merry Widow,False,the merry widow
1952,1953,25,ART DIRECTION (Color),ART DIRECTION (Color),Paul Sheriff/Marcel Vertes,Moulin Rouge,True,moulin rouge
1952,1953,25,ART DIRECTION (Color),ART DIRECTION (Color),Frank Hotaling/John McCarthy Jr./Charles Thompson,The Quiet Man,False,the quiet man
1952,1953,25,ART DIRECTION (Color),ART DIRECTION (Color),Lyle Wheeler/John DeCuir/Thomas Little/Paul S. Fox,The Snows of Kilimanjaro,False,the snows of kilimanjaro
1952,1953,25,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Robert Surtees,The Bad and the Beautiful,True,the bad and the beautiful
1952,1953,25,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Russell Harlan,The Big Sky,False,the big sky
1952,1953,25,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,My Cousin Rachel,False,my cousin rachel
1952,1953,25,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Virgil E. Miller,Navajo,False,navajo
1952,1953,25,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Charles B. Lang Jr.,Sudden Fear,False,sudden fear
1952,1953,25,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Harry Stradling,Hans Christian Andersen,False,hans christian andersen
1952,1953,25,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),F. A. Young,Ivanhoe,False,ivanhoe
1952,1953,25,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),George J. Folsey,Million Dollar Mermaid,False,million dollar mermaid
1952,1953,25,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Winton C. Hoch/Archie Stout,The Quiet Man,True,the quiet man
1952,1953,25,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Leon Shamroy,The Snows of Kilimanjaro,False,the snows of kilimanjaro
1952,1953,25,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Jean Louis,Affair in Trinidad,False,affair in trinidad
1952,1953,25,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Helen Rose,The Bad and the Beautiful,True,the bad and the beautiful
1952,1953,25,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Edith Head,Carrie,False,carrie
1952,1953,25,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Charles LeMaire/Dorothy Jeakins,My Cousin Rachel,False,my cousin rachel
1952,1953,25,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Sheila O'Brien,Sudden Fear,False,sudden fear
1952,1953,25,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Edith Head/Dorothy Jeakins/Miles White,The Greatest Show on Earth,False,the greatest show on earth
1952,1953,25,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Clave/Mary Wills/Madame Karinska,Hans Christian Andersen,False,hans christian andersen
1952,1953,25,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Helen Rose/Gile Steele,The Merry Widow,False,the merry widow
1952,1953,25,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Marcel Vertes,Moulin Rouge,True,moulin rouge
1952,1953,25,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Charles LeMaire,With a Song in My Heart,False,with a song in my heart
1952,1953,25,DIRECTING,DIRECTING,Joseph L. Mankiewicz,Five Fingers,False,five fingers
1952,1953,25,DIRECTING,DIRECTING,Cecil B. DeMille,The Greatest Show on Earth,False,the greatest show on earth
1952,1953,25,DIRECTING,DIRECTING,Fred Zinnemann,High Noon,False,high noon
1952,1953,25,DIRECTING,DIRECTING,John Huston,Moulin Rouge,False,moulin rouge
1952,1953,25,DIRECTING,DIRECTING,John Ford,The Quiet Man,True,the quiet man
1952,1953,25,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Dore Schary,The Hoaxters,False,the hoaxters
1952,1953,25,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Hall Bartlett,Navajo,False,navajo
1952,1953,25,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Irwin Allen,The Sea around Us,True,the sea around us
1952,1953,25,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Herbert Morgan,Devil Take Us,False,devil take us
1952,1953,25,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Alberto Ancilotto,The Garden Spider (Epeira Diadema),False,the garden spider epeira diadema
1952,1953,25,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Stephen Bosustow,Man Alive!,False,man alive
1952,1953,25,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Norman McLaren,Neighbours,True,neighbours
1952,1953,25,FILM EDITING,FILM EDITING,Warren Low,"Come Back, Little Sheba",False,come back little sheba
1952,1953,25,FILM EDITING,FILM EDITING,William Austin,Flat Top,False,flat top
1952,1953,25,FILM EDITING,FILM EDITING,Anne Bauchens,The Greatest Show on Earth,False,the greatest show on earth
1952,1953,25,FILM EDITING,FILM EDITING,Elmo Williams/Harry Gerstad,High Noon,True,high noon
1952,1953,25,FILM EDITING,FILM EDITING,Ralph Kemplen,Moulin Rouge,False,moulin rouge
1952,1953,25,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Dimitri Tiomkin,High Noon,True,high noon
1952,1953,25,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Miklos Rozsa,Ivanhoe,False,ivanhoe
1952,1953,25,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Max Steiner,Miracle of Fatima,False,miracle of fatima
1952,1953,25,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Herschel Burke Gilbert,The Thief,False,the thief
1952,1953,25,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Alex North,Viva Zapata!,False,viva zapata
1952,1953,25,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Walter Scharf,Hans Christian Andersen,False,hans christian andersen
1952,1953,25,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Ray Heindorf/Max Steiner,The Jazz Singer,False,the jazz singer
1952,1953,25,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Gian-Carlo Menotti,The Medium,False,the medium
1952,1953,25,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Lennie Hayton,Singin' in the Rain,False,singin in the rain
1952,1953,25,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Alfred Newman,With a Song in My Heart,True,with a song in my heart
1952,1953,25,MUSIC (Song),MUSIC (Original Song),Jack Brooks,Son of Paleface,False,son of paleface
1952,1953,25,MUSIC (Song),MUSIC (Original Song),Nicholas Brodszky/Sammy Cahn,Because You're Mine,False,because you re mine
1952,1953,25,MUSIC (Song),MUSIC (Original Song),Dimitri Tiomkin/Ned Washington,High Noon,True,high noon
1952,1953,25,MUSIC (Song),MUSIC (Original Song),Frank Loesser,Hans Christian Andersen,False,hans christian andersen
1952,1953,25,MUSIC (Song),MUSIC (Original Song),Harry Warren/Leo Robin,Just for You,False,just for you
1952,1953,25,BEST MOTION PICTURE,BEST PICTURE,Cecil B. DeMille,The Greatest Show on Earth,True,the greatest show on earth
1952,1953,25,BEST MOTION PICTURE,BEST PICTURE,Stanley Kramer,High Noon,False,high noon
1952,1953,25,BEST MOTION PICTURE,BEST PICTURE,Pandro S. Berman,Ivanhoe,False,ivanhoe
1952,1953,25,BEST MOTION PICTURE,BEST PICTURE,Romulus Films,Moulin Rouge,False,moulin rouge
1952,1953,25,BEST MOTION PICTURE,BEST PICTURE,John Ford/Merian C. Cooper,The Quiet Man,False,the quiet man
1952,1953,25,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Fred Quimby,Johann Mouse,True,johann mouse
1952,1953,25,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Fred Quimby,Little Johnny Jet,False,little johnny jet
1952,1953,25,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Stephen Bosustow,Madeline,False,madeline
1952,1953,25,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Stephen Bosustow,Pink and Blue Blues,False,pink and blue blues
1952,1953,25,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Tom Daly,Romance of Transportation,False,romance of transportation
1952,1953,25,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Jack Eaton,Athletes of the Saddle,False,athletes of the saddle
1952,1953,25,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Gordon Hollingshead,Desert Killer,False,desert killer
1952,1953,25,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Boris Vermont,Light in the Window: The Art of Vermeer,True,light in the window the art of vermeer
1952,1953,25,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Norman McLaren,Neighbours,False,neighbours
1952,1953,25,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Crown Film Unit,Royal Scotland,False,royal scotland
1952,1953,25,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),London Film Production,Bridge of Time,False,bridge of time
1952,1953,25,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Herbert Morgan,Devil Take Us,False,devil take us
1952,1953,25,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Gordon Hollingshead,Thar She Blows!,False,thar she blows
1952,1953,25,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Walt Disney,Water Birds,True,water birds
1952,1953,25,SOUND RECORDING,SOUND RECORDING,London Film,Breaking the Sound Barrier,True,breaking the sound barrier
1952,1953,25,SOUND RECORDING,SOUND RECORDING,Samuel Goldwyn/Gordon Sawyer,Hans Christian Andersen,False,hans christian andersen
1952,1953,25,SOUND RECORDING,SOUND RECORDING,Pinewood Studios,The Promoter,False,the promoter
1952,1953,25,SOUND RECORDING,SOUND RECORDING,Republic/Daniel J. Bloomberg,The Quiet Man,False,the quiet man
1952,1953,25,SOUND RECORDING,SOUND RECORDING,20th Century-Fox/Thomas T. Moulton,With a Song in My Heart,False,with a song in my heart
1952,1953,25,SPECIAL EFFECTS,VISUAL EFFECTS,Metro-Goldwyn-Mayer,Plymouth Adventure,True,plymouth adventure
1952,1953,25,WRITING (Motion Picture Story),WRITING (Original Story),Fredric M. Frank/Theodore St. John/Frank Cavett,The Greatest Show on Earth,True,the greatest show on earth
1952,1953,25,WRITING (Motion Picture Story),WRITING (Original Story),Leo McCarey,My Son John,False,my son john
1952,1953,25,WRITING (Motion Picture Story),WRITING (Original Story),Martin Goldsmith/Jack Leonard,The Narrow Margin,False,the narrow margin
1952,1953,25,WRITING (Motion Picture Story),WRITING (Original Story),Guy Trosper,The Pride of St. Louis,False,the pride of st louis
1952,1953,25,WRITING (Motion Picture Story),WRITING (Original Story),Edna Anhalt/Edward Anhalt,The Sniper,False,the sniper
1952,1953,25,WRITING (Screenplay),WRITING (Adapted Screenplay),Charles Schnee,The Bad and the Beautiful,True,the bad and the beautiful
1952,1953,25,WRITING (Screenplay),WRITING (Adapted Screenplay),Michael Wilson,Five Fingers,False,five fingers
1952,1953,25,WRITING (Screenplay),WRITING (Adapted Screenplay),Carl Foreman,High Noon,False,high noon
1952,1953,25,WRITING (Screenplay),WRITING (Adapted Screenplay),Roger MacDougall/John Dighton/Alexander Mackendrick,The Man in the White Suit,False,the man in the white suit
1952,1953,25,WRITING (Screenplay),WRITING (Adapted Screenplay),Frank S. Nugent,The Quiet Man,False,the quiet man
1952,1953,25,WRITING (Story and Screenplay),WRITING (Original Screenplay),Sydney Boehm,The Atomic City,False,the atomic city
1952,1953,25,WRITING (Story and Screenplay),WRITING (Original Screenplay),Terence Rattigan,Breaking the Sound Barrier,False,breaking the sound barrier
1952,1953,25,WRITING (Story and Screenplay),WRITING (Original Screenplay),T. E. B. Clarke,The Lavender Hill Mob,True,the lavender hill mob
1952,1953,25,WRITING (Story and Screenplay),WRITING (Original Screenplay),Ruth Gordon/Garson Kanin,Pat and Mike,False,pat and mike
1952,1953,25,WRITING (Story and Screenplay),WRITING (Original Screenplay),John Steinbeck,Viva Zapata!,False,viva zapata
1952,1953,25,HONORARY FOREIGN LANGUAGE FILM AWARD,INTERNATIONAL FEATURE FILM,,Forbidden Games,True,forbidden games
1952,1953,25,HONORARY AWARD,HONORARY AWARD,George Alfred Mitchell,,True,
1952,1953,25,HONORARY AWARD,HONORARY AWARD,Joseph M. Schenck,,True,
1952,1953,25,HONORARY AWARD,HONORARY AWARD,Merian C. Cooper,,True,
1952,1953,25,HONORARY AWARD,HONORARY AWARD,Harold Lloyd,,True,
1952,1953,25,HONORARY AWARD,HONORARY AWARD,Bob Hope,,True,
1952,1953,25,IRVING G. THALBERG MEMORIAL AWARD,IRVING G. THALBERG MEMORIAL AWARD,Cecil B. DeMille,,True,
1953,1954,26,ACTOR,ACTOR IN A LEADING ROLE,Marlon Brando,Julius Caesar,False,julius caesar
1953,1954,26,ACTOR,ACTOR IN A LEADING ROLE,Richard Burton,The Robe,False,the robe
1953,1954,26,ACTOR,ACTOR IN A LEADING ROLE,Montgomery Clift,From Here to Eternity,False,from here to eternity
1953,1954,26,ACTOR,ACTOR IN A LEADING ROLE,William Holden,Stalag 17,True,stalag 17
1953,1954,26,ACTOR,ACTOR IN A LEADING ROLE,Burt Lancaster,From Here to Eternity,False,from here to eternity
1953,1954,26,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Eddie Albert,Roman Holiday,False,roman holiday
1953,1954,26,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Brandon De Wilde,Shane,False,shane
1953,1954,26,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Jack Palance,Shane,False,shane
1953,1954,26,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,From Here to Eternity,True,from here to eternity
1953,1954,26,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Robert Strauss,Stalag 17,False,stalag 17
1953,1954,26,ACTRESS,ACTRESS IN A LEADING ROLE,Leslie Caron,Lili,False,lili
1953,1954,26,ACTRESS,ACTRESS IN A LEADING ROLE,Ava Gardner,Mogambo,False,mogambo
1953,1954,26,ACTRESS,ACTRESS IN A LEADING ROLE,Audrey Hepburn,Roman Holiday,True,roman holiday
1953,1954,26,ACTRESS,ACTRESS IN A LEADING ROLE,Deborah Kerr,From Here to Eternity,False,from here to eternity
1953,1954,26,ACTRESS,ACTRESS IN A LEADING ROLE,Maggie McNamara,The Moon Is Blue,False,the moon is blue
1953,1954,26,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Grace Kelly,Mogambo,False,mogambo
1953,1954,26,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,Hondo,False,hondo
1953,1954,26,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Marjorie Rambeau,Torch Song,False,torch song
1953,1954,26,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Donna Reed,From Here to Eternity,True,from here to eternity
1953,1954,26,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,Pickup on South Street,False,pickup on south street
1953,1954,26,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Cedric Gibbons/Edward Carfagno/Edwin B. Willis/Hugh Hunt,Julius Caesar,True,julius caesar
1953,1954,26,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Fritz Maurischat/Paul Markwitz,Martin Luther,False,martin luther
1953,1954,26,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Lyle Wheeler/Leland Fuller/Paul S. Fox,The President's Lady,False,the president s lady
1953,1954,26,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Hal Pereira/Walter Tyler,Roman Holiday,False,roman holiday
1953,1954,26,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Lyle Wheeler/Maurice Ransford/Stuart Reiss,Titanic,False,titanic
1953,1954,26,ART DIRECTION (Color),ART DIRECTION (Color),Alfred Junge/Hans Peters/John Jarvis,Knights of the Round Table,False,knights of the round table
1953,1954,26,ART DIRECTION (Color),ART DIRECTION (Color),Cedric Gibbons/Paul Groesse/Edwin B. Willis/Arthur Krams,Lili,False,lili
1953,1954,26,ART DIRECTION (Color),ART DIRECTION (Color),Lyle Wheeler/George W. Davis/Walter M. Scott/Paul S. Fox,The Robe,True,the robe
1953,1954,26,ART DIRECTION (Color),ART DIRECTION (Color),Cedric Gibbons/Preston Ames/Edward Carfagno/Gabriel Scognamillo/Edwin B. Willis/Keogh Gleason/Arthur Krams/Jack D. Moore,The Story of Three Loves,False,the story of three loves
1953,1954,26,ART DIRECTION (Color),ART DIRECTION (Color),Cedric Gibbons/Urie McCleary/Edwin B. Willis/Jack D. Moore,Young Bess,False,young bess
1953,1954,26,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Hal Mohr,The Four Poster,False,the four poster
1953,1954,26,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Burnett Guffey,From Here to Eternity,True,from here to eternity
