tconst,label,title_len,title_word_count,title_has_digit,title_has_colon,title_has_question,title_upper_ratio,has_original_title,runtime_missing,votes_missing,start_missing,end_missing,startYear,year_span,numVotes_log1p,num_directors,num_unique_directors,num_writers,num_unique_writers,is_auteur,director_hit_rate,writer_hit_rate,canonical_title_hit_rate,title_group_size_train,title_unique_years_train,title_conflicting_years,title_sim_to_hit,title_sim_to_non_hit,title_sim_margin,genre_match_flag,genre_token_count,genre_center_year,genre_center_runtime,genre_center_rating,is_action,is_comedy,is_drama,is_thriller,is_horror,is_romance,is_adventure,is_animation,is_crime,is_fantasy,is_sci_fi,is_mystery,is_biography,is_documentary,rt_match_flag,rt_tomatometer_rating,rt_audience_rating,rt_tomatometer_count,rt_audience_count,rt_certified_fresh,rt_high,rt_score_gap,rt_score_gap_abs,rt_popularity_log1p,oscar_was_nominated,oscar_was_winner,oscar_num_nominations,oscar_num_wins
tt0267913,0.0,10.0,2.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,2002,0.0,8.426155342282144,1.0,1.0,4.0,4.0,0.0,0.4359297923597568,0.4576689227945394,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,5.0,2007.0,91.0,6.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,30,38.0,144,408580.0,0.0,0.0,-8.0,8.0,4.976733742420574,0,0,0,0
tt0032910,1.0,9.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,1997,0.0,11.838466747227022,7.0,7.0,10.0,10.0,0.0,0.5173962208492436,0.5168781507200688,0.4774469154416384,2.0,2.0,1.0,0.002882830326112823,0.007437831600451433,-0.00455500127433861,1,5.0,2007.0,90.0,6.1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0123335,1.0,18.0,3.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,1965,0.0,7.177782416195197,1.0,1.0,2.0,2.0,0.0,0.5013192612137203,0.6075197889182058,0.5013192612137203,1.0,1.0,0.0,0.01653140728690303,0.007293633310867325,0.009237773976035705,1,3.0,1999.0,94.0,5.9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt1007950,0.0,19.0,2.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0.0,0.0,1.0,2008,0.0,7.142036574706803,1.0,1.0,2.0,2.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,37.0,31,27665.0,0.0,0.0,-2.0,2.0,3.4657359027997265,0,0,0,0
tt0452580,1.0,20.0,5.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0,2008,0.0,7.358193752733032,1.0,1.0,2.0,2.0,0.0,0.525065963060686,0.5131926121372031,0.5013192612137203,1.0,1.0,0.0,0.050038820664236545,0.03502386681051087,0.015014953853725678,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0033723,1.0,15.0,3.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1941,0.0,8.216088098632316,1.0,1.0,3.0,3.0,0.0,0.5013192612137203,0.5322619333173423,0.5013192612137203,1.0,1.0,0.0,0.015590067161648652,0.021793579496779698,-0.006203512335131046,1,2.0,2009.0,91.0,5.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0203009,1.0,12.0,2.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,2001,0.0,12.5273550993104,1.0,1.0,2.0,2.0,0.0,0.5466538738306549,0.5466538738306549,0.525065963060686,2.0,2.0,1.0,0.008507033622191783,0.0015989862391214272,0.0069080473830703554,1,3.0,1996.0,95.0,6.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,76,89.0,198,505093.0,1.0,1.0,-13.0,13.0,5.293304824724492,1,1,8,2
tt0446312,0.0,22.0,6.0,1.0,0.0,0.0,0.13636363636363635,1.0,0.0,0.0,0.0,1.0,2005,0.0,7.224753405767971,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.3180155404472061,0.32268049762082573,-0.004664957173619644,1,3.0,1996.0,95.0,6.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0045205,1.0,11.0,2.0,0.0,0.0,0.0,0.18181818181818182,1.0,0.0,0.0,0.0,1.0,1952,0.0,8.69851424787661,1.0,1.0,4.0,4.0,0.0,0.5013192612137203,0.506711024435012,0.5013192612137203,1.0,1.0,0.0,0.012904379830320268,0.014501349826697171,-0.001596969996376903,1,2.0,1980.0,87.0,6.050000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,84.0,7,1393.0,0.0,1.0,16.0,16.0,2.0794415416798357,1,0,4,0
tt5073620,0.0,15.0,3.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0,2016,0.0,9.363490551469857,1.0,1.0,1.0,1.0,1.0,0.4774469154416384,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.007553161922856812,0.009399054568793513,-0.0018458926459367008,1,2.0,1997.5,95.0,6.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt3642618,1.0,12.0,2.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,2015,0.0,7.764296006450518,1.0,1.0,3.0,3.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.04082186199735617,0.01013706434986442,0.03068479764749175,1,2.0,1999.0,92.5,6.05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt2532528,1.0,10.0,2.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,2013,0.0,9.125871215349733,1.0,1.0,2.0,2.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.004114467564181517,0.007637000867046289,-0.003522533302864772,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,74.0,70,3679.0,1.0,1.0,10.0,10.0,4.2626798770413155,1,0,1,0
tt0061759,0.0,12.0,2.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,1968,0.0,7.4977617006225685,1.0,1.0,3.0,3.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.8394027129175912,0.8699474558222345,-0.030544742904643374,1,2.0,2010.5,92.0,5.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt2180333,0.0,9.0,1.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,2012,0.0,7.392647520721623,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,3.0,2011.0,91.0,5.7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0055277,1.0,15.0,3.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1961,0.0,9.934695479660322,1.0,1.0,2.0,2.0,0.0,0.5466538738306549,0.5239266011033821,0.5013192612137203,1.0,1.0,0.0,0.22276631027169222,0.22812576303935828,-0.005359452767666056,1,3.0,2005.0,93.0,6.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,90,75.0,20,174597.0,0.0,1.0,15.0,15.0,3.044522437723423,1,0,2,0
tt0110719,1.0,15.0,3.0,0.0,0.0,0.0,0.13333333333333333,1.0,0.0,0.0,0.0,1.0,1993,0.0,7.275864600546533,2.0,2.0,6.0,6.0,0.0,0.5013192612137203,0.5013192612137204,0.5013192612137203,1.0,1.0,0.0,0.036913137725202175,0.03627990617930021,0.0006332315459019675,1,4.0,2006.5,92.0,6.05,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0090579,1.0,6.0,1.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,1986,0.0,7.736307096548285,1.0,1.0,3.0,3.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0112389,1.0,25.0,5.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,1.0,1993,0.0,8.27614021955846,1.0,1.0,12.0,12.0,0.0,0.5013192612137203,0.49354266372736033,0.5013192612137203,1.0,1.0,0.0,0.2612055171539032,0.24216153620728434,0.019043980946618883,1,5.0,2007.0,90.0,6.1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0381601,0.0,10.0,1.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,1.0,2005,0.0,8.116417072794205,1.0,1.0,2.0,2.0,0.0,0.5013192612137203,0.5013192612137203,0.45574478292156395,3.0,3.0,1.0,0.0,0.008783596856456317,-0.008783596856456317,1,3.0,2011.0,93.0,5.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt8897986,1.0,20.0,3.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,1.0,2019,0.0,7.392647520721623,2.0,2.0,1.0,1.0,0.0,0.5013192612137203,0.525065963060686,0.5013192612137203,1.0,1.0,0.0,0.15039780867258212,0.1207610474520492,0.029636761220532923,1,2.0,1999.0,94.5,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0814075,1.0,20.0,4.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.0,2006,0.0,8.559437310124007,1.0,1.0,1.0,1.0,1.0,0.525065963060686,0.525065963060686,0.5013192612137203,1.0,1.0,0.0,0.02003109242810941,0.02315477837225528,-0.00312368594414587,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,89.0,72,19390.0,1.0,1.0,11.0,11.0,4.290459441148391,1,0,1,0
tt0796302,0.0,15.0,2.0,0.0,0.0,0.0,0.13333333333333333,1.0,0.0,0.0,0.0,1.0,1997,0.0,9.356343666096025,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.4774469154416384,0.5013192612137203,1.0,1.0,0.0,0.8394027129175912,0.8699474558222345,-0.030544742904643374,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt1291549,0.0,18.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,2010,0.0,7.758760544157663,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0021412953834361965,0.00857559030184091,-0.006434294918404713,1,3.0,1999.0,95.0,6.2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,48,33.0,29,740.0,0.0,0.0,15.0,15.0,3.4011973816621555,0,0,0,0
tt1120897,0.0,20.0,4.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,2007,0.0,7.826443135456014,1.0,1.0,3.0,3.0,0.0,0.5013192612137203,0.5683492244343168,0.5013192612137203,1.0,1.0,0.0,0.0016897929864592512,0.005818487367707414,-0.004128694381248163,1,3.0,2010.0,93.0,6.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt1307963,1.0,16.0,4.0,0.0,0.0,0.0,0.1875,1.0,0.0,0.0,0.0,1.0,2008,0.0,7.450079569807499,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.012208512860320632,0.01404216243970173,-0.0018336495793810983,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt1907779,0.0,20.0,3.0,0.0,0.0,0.0,0.15,1.0,0.0,0.0,0.0,1.0,2012,0.0,8.595449689382004,1.0,1.0,3.0,3.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.17123946829118125,0.18104289037296237,-0.009803422081781116,1,6.0,2005.0,91.5,5.75,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,29,20.0,14,535.0,0.0,0.0,9.0,9.0,2.70805020110221,0,0,0,0
tt3685622,0.0,9.0,2.0,1.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,2015,0.0,7.759614150696903,1.0,1.0,2.0,2.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0,0.004619431362453723,-0.004619431362453723,1,2.0,2005.0,94.0,5.95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,94,40.0,31,326.0,0.0,1.0,54.0,54.0,3.4657359027997265,0,0,0,0
tt12546872,0.0,24.0,5.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,2021,0.0,7.635303886259415,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.4774469154416384,0.5013192612137203,1.0,1.0,0.0,0.13278345965508914,0.10605389030063221,0.02672956935445693,1,1.0,1996.0,95.0,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt3917908,1.0,20.0,3.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.0,1997,0.0,7.607381425639791,2.0,2.0,2.0,2.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.06848399651775493,0.043923529677693966,0.02456046684006096,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt3861144,0.0,15.0,2.0,0.0,0.0,0.0,0.13333333333333333,1.0,0.0,0.0,0.0,1.0,2017,0.0,7.007600613951853,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.005035665460737397,0.020685626560781108,-0.01564996110004371,1,2.0,2012.0,91.0,5.35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt1891845,1.0,20.0,5.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.0,2012,0.0,7.153833801578843,1.0,1.0,2.0,2.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.33013032726399777,0.32492013553143106,0.005210191732566705,1,3.0,2008.0,91.0,6.2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt3374816,0.0,12.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,2015,0.0,8.240121298076472,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0883339273246646,0.07556178961492467,0.012772137709739922,1,2.0,2003.5,94.0,5.95,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt10329134,1.0,25.0,4.0,0.0,0.0,0.0,0.16,1.0,0.0,0.0,0.0,1.0,1999,0.0,8.750126556075955,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.014443060858223953,0.009139602230571628,0.005303458627652325,1,2.0,1997.5,95.0,6.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt3681440,1.0,18.0,2.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,2014,0.0,6.92951677076365,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,2.0,2009.0,91.0,5.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt4047104,1.0,14.0,2.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,2015,0.0,7.393263094763838,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.00864849097833847,0.0,0.00864849097833847,1,2.0,2005.0,94.0,5.95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt6112524,0.0,19.0,3.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,1.0,2019,0.0,7.447751280047908,2.0,2.0,2.0,2.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.15274265242902332,0.1530984050648479,-0.0003557526358245744,1,2.0,2012.0,91.0,5.35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt7179784,1.0,13.0,2.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,2001,0.0,8.40804774415544,1.0,1.0,2.0,2.0,0.0,0.5013192612137203,0.5131926121372031,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,3.0,1999.0,93.0,5.8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt1029231,0.0,8.0,2.0,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,2013,0.0,10.002155724332829,1.0,1.0,8.0,8.0,0.0,0.5013192612137203,0.4991662958279913,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,3.0,1999.0,90.0,5.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,69,52.0,13,2035.0,0.0,0.0,17.0,17.0,2.639057329615259,0,0,0,0
tt0042369,1.0,5.0,3.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,1949,0.0,9.359018964347545,1.0,1.0,2.0,2.0,0.0,0.5013192612137203,0.5131926121372031,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,4.0,1996.0,91.5,6.15,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0098649,0.0,17.0,2.0,0.0,0.0,0.0,0.11764705882352941,1.0,0.0,0.0,0.0,1.0,1989,0.0,7.660585461703256,1.0,1.0,1.0,1.0,1.0,0.4774469154416384,0.4774469154416384,0.5013192612137203,1.0,1.0,0.0,0.0,0.010552714798558016,-0.010552714798558016,1,2.0,2006.5,92.0,6.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt1932767,1.0,16.0,3.0,0.0,0.0,0.0,0.1875,1.0,0.0,0.0,0.0,1.0,2012,0.0,10.219757081839822,2.0,2.0,3.0,3.0,0.0,0.5013192612137203,0.5012773799053483,0.5013192612137203,1.0,1.0,0.0,0.012821564864941362,0.006969869560538773,0.00585169530440259,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,80.0,107,15255.0,1.0,1.0,6.0,6.0,4.68213122712422,0,0,0,0
tt0109402,0.0,9.0,2.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,1.0,1994,0.0,9.942179279647114,1.0,1.0,1.0,1.0,1.0,0.40105540897097625,0.3713476008990521,0.525065963060686,2.0,2.0,1.0,0.1598618790849095,0.16619689417908182,-0.006335015094172308,1,6.0,1997.5,93.0,5.95,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0187231,1.0,20.0,4.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,1.0,1998,0.0,8.88447171813916,1.0,1.0,2.0,2.0,0.0,0.525065963060686,0.5131926121372031,0.5013192612137203,1.0,1.0,0.0,0.1536593811468592,0.1463665167837307,0.0072928643631285095,1,2.0,2000.5,94.0,6.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt2091325,0.0,11.0,2.0,0.0,0.0,0.0,0.18181818181818182,1.0,0.0,0.0,0.0,1.0,2014,0.0,8.524764456912555,1.0,1.0,1.0,1.0,1.0,0.4774469154416384,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.010798017535044903,0.014485329760362986,-0.0036873122253180835,1,3.0,2005.0,93.0,6.1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,28,22.0,18,651.0,0.0,0.0,6.0,6.0,2.9444389791664403,0,0,0,0
tt4994736,1.0,17.0,4.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,1.0,1999,0.0,8.154212694914229,1.0,1.0,6.0,6.0,0.0,0.45574478292156395,0.49336181262302636,0.5013192612137203,1.0,1.0,0.0,0.04639211172161799,0.015020380844591504,0.03137173087702648,1,3.0,1999.0,95.0,6.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0074291,1.0,18.0,3.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,1976,0.0,8.955190024526887,1.0,1.0,3.0,3.0,0.0,0.5844327176781002,0.5396393404308971,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,4.0,2000.5,98.0,6.4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,,,,0.0,,,,0.0,1,1,2,1
