tconst,label,title_len,title_word_count,title_has_digit,title_has_colon,title_has_question,title_upper_ratio,has_original_title,runtime_missing,votes_missing,start_missing,end_missing,startYear,year_span,numVotes_log1p,num_directors,num_unique_directors,num_writers,num_unique_writers,is_auteur,director_hit_rate,writer_hit_rate,canonical_title_hit_rate,title_group_size_train,title_unique_years_train,title_conflicting_years,title_sim_to_hit,title_sim_to_non_hit,title_sim_margin,genre_match_flag,genre_token_count,genre_center_year,genre_center_runtime,genre_center_rating,is_action,is_comedy,is_drama,is_thriller,is_horror,is_romance,is_adventure,is_animation,is_crime,is_fantasy,is_sci_fi,is_mystery,is_biography,is_documentary,rt_match_flag,rt_tomatometer_rating,rt_audience_rating,rt_tomatometer_count,rt_audience_count,rt_certified_fresh,rt_high,rt_score_gap,rt_score_gap_abs,rt_popularity_log1p,oscar_was_nominated,oscar_was_winner,oscar_num_nominations,oscar_num_wins
tt0118663,0.0,7.0,4.0,0.0,0.0,0.0,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,1997,0.0,8.580731212220226,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,67.0,32,8680.0,0.0,0.0,-51.0,51.0,3.4965075614664802,0,0,0,0
tt4054004,0.0,23.0,3.0,1.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,1.0,2016,0.0,7.434847875211999,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0027086511695631767,0.005781778924146574,-0.0030731277545833972,1,4.0,2005.0,92.5,5.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt4003070,1.0,12.0,2.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,2018,0.0,9.238152502026601,1.0,1.0,1.0,1.0,1.0,0.5466538738306549,0.525065963060686,0.5013192612137203,1.0,1.0,0.0,0.008959468163442761,0.0,0.008959468163442761,1,4.0,2003.5,92.5,6.05,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0477857,1.0,5.0,1.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0,2005,0.0,8.827295649610708,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,3.0,1999.0,94.0,6.1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt2207072,0.0,16.0,1.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,1.0,2013,0.0,8.281723990411392,1.0,1.0,3.0,3.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt4687358,0.0,16.0,3.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,2016,0.0,8.675222055641148,1.0,1.0,2.0,2.0,0.0,0.5013192612137203,0.48938308832767935,0.5013192612137203,1.0,1.0,0.0,0.1514524778205294,0.1690544636258076,-0.017601985805278192,1,2.0,2001.5,89.5,5.45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,82,28.0,22,756.0,0.0,1.0,54.0,54.0,3.1354942159291497,0,0,0,0
tt6937368,1.0,12.0,3.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,2019,0.0,7.851661177889265,1.0,1.0,2.0,2.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.31246620539430414,0.30680752242097553,0.00565868297332861,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt12154638,0.0,12.0,3.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,2021,0.0,7.497207223203318,2.0,2.0,6.0,6.0,0.0,0.5013192612137203,0.5013192612137204,0.5013192612137203,1.0,1.0,0.0,0.004000828144289169,0.01462843955980711,-0.010627611415517942,1,2.0,2000.5,94.0,6.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt7858616,0.0,3.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,1996,0.0,7.790696031174738,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.525065963060686,2.0,2.0,1.0,0.00288283032611282,0.0029278656188187753,-4.503529270595509e-05,1,3.0,2011.0,91.0,5.7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt7797658,1.0,3.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,2018,0.0,8.478660241699453,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,6.0,2009.5,91.0,5.85,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0326600,0.0,21.0,4.0,0.0,0.0,0.0,0.19047619047619047,1.0,0.0,0.0,0.0,1.0,2002,0.0,7.071573364211532,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.005577780048200016,0.01015778563699317,-0.004580005588793155,1,2.0,1997.5,94.5,6.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt3612126,0.0,10.0,2.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0,2020,0.0,10.072301625971582,1.0,1.0,3.0,3.0,0.0,0.5013192612137203,0.46789797713280556,0.5013192612137203,1.0,1.0,0.0,0.15833047284231858,0.17456923693388662,-0.016238764091568048,1,2.0,2010.5,90.0,5.55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt13914000,1.0,8.0,1.0,0.0,0.0,0.0,0.125,1.0,0.0,0.0,0.0,1.0,2021,0.0,9.126173318741474,1.0,1.0,2.0,2.0,0.0,0.525065963060686,0.5131926121372031,0.5013192612137203,1.0,1.0,0.0,0.00288283032611282,0.005474502796392269,-0.002591672470279449,1,3.0,1999.0,94.0,5.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt8983202,1.0,11.0,2.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,1.0,2019,0.0,9.360711166267707,1.0,1.0,4.0,4.0,0.0,0.525065963060686,0.4893516773464003,0.5013192612137203,1.0,1.0,0.0,0.013025279522386139,0.0023190886341988948,0.010706190888187243,1,3.0,1999.0,95.0,6.2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0990372,1.0,43.0,7.0,0.0,0.0,0.0,0.13953488372093023,1.0,0.0,0.0,0.0,1.0,2002,0.0,7.964503363551548,1.0,1.0,4.0,4.0,0.0,0.5844327176781002,0.5375817368360674,0.5013192612137203,1.0,1.0,0.0,0.14769506554780318,0.12268359311478821,0.025011472433014964,1,4.0,2003.5,90.5,6.1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0055747,1.0,14.0,3.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,1962,0.0,7.740229524763182,5.0,5.0,6.0,6.0,0.0,0.5437994722955144,0.5253237497346314,0.5013192612137203,1.0,1.0,0.0,0.05395580717090285,0.041664523285232694,0.012291283885670155,1,2.0,1997.5,95.0,6.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0039286,1.0,9.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,1947,0.0,9.019542996701185,1.0,1.0,2.0,2.0,0.0,0.6010554089709763,0.534770093964771,0.5013192612137203,1.0,1.0,0.0,0.0049212991987174215,0.0022844070971605435,0.002636892101556878,1,4.0,1996.0,91.5,6.15,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,81,76.0,16,1875.0,0.0,1.0,5.0,5.0,2.833213344056216,1,0,5,0
tt0075686,1.0,10.0,2.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0,1977,0.0,8.474369994541842,1.0,1.0,2.0,2.0,0.0,0.6306068601583114,0.5613994094341652,0.5013192612137203,1.0,1.0,0.0,0.003797326361954775,0.0029278656188187753,0.0008694607431359996,1,2.0,2000.5,94.0,6.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,97,92.0,75,153566.0,1.0,1.0,5.0,5.0,4.330733340286331,1,1,5,4
tt0109348,1.0,21.0,3.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,1998,0.0,10.551009555069799,1.0,1.0,2.0,2.0,0.0,0.6675461741424802,0.5617296710155677,0.5013192612137203,1.0,1.0,0.0,0.011606513513115958,0.006685197711355591,0.004921315801760367,1,2.0,1999.0,92.5,6.05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0086567,1.0,8.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0,1983,0.0,11.471634610552348,1.0,1.0,3.0,3.0,0.0,0.4774469154416384,0.49336181262302636,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,4.0,2005.0,93.5,5.75,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,1,0,3,0
tt1753584,0.0,36.0,6.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,2012,0.0,8.380098029694073,2.0,2.0,2.0,2.0,0.0,0.5013192612137203,0.5012564392511623,0.5013192612137203,1.0,1.0,0.0,0.06490074738832133,0.06032064015507913,0.004580107233242196,1,3.0,1999.0,95.0,6.2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0063518,1.0,16.0,3.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,1968,0.0,10.338673262093375,1.0,1.0,4.0,4.0,0.0,0.5466538738306549,0.5517972792379124,0.5013192612137203,1.0,1.0,0.0,0.055354345827791085,0.029195900518407574,0.02615844530938351,1,2.0,1997.5,95.0,6.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,94,74.0,36,65168.0,0.0,1.0,20.0,20.0,3.6109179126442243,1,1,4,2
tt0095956,0.0,9.0,2.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,1.0,1988,0.0,11.755338167974474,1.0,1.0,3.0,3.0,0.0,0.5013192612137203,0.4873570800351803,0.5013192612137203,1.0,1.0,0.0,0.0051569873428702765,0.019625671351469434,-0.014468684008599159,1,3.0,1999.0,93.0,5.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,38,45.0,34,77289.0,0.0,0.0,-7.0,7.0,3.5553480614894135,0,0,0,0
tt0108211,1.0,10.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,1999,0.0,10.428245666832275,1.0,1.0,4.0,4.0,0.0,0.525065963060686,0.5072559366754616,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,2.0,1987.5,95.5,6.300000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0054240,0.0,16.0,4.0,0.0,0.0,0.0,0.125,1.0,0.0,0.0,0.0,1.0,1965,0.0,7.977625098784593,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.40105540897097625,0.5013192612137203,1.0,1.0,0.0,0.23867883213668056,0.26340068754106044,-0.024721855404379878,1,2.0,2010.5,90.0,5.55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22.0,6,1300.0,0.0,0.0,-22.0,22.0,1.9459101490553132,0,0,0,0
tt1438461,0.0,26.0,5.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,1.0,2009,0.0,8.177234885510194,2.0,2.0,2.0,2.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.31007876347348556,0.29842315052330026,0.011655612950185301,1,3.0,1999.0,96.0,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt2014338,1.0,12.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,2012,0.0,9.498822124598528,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.020047817874642753,0.013356583161081736,0.006691234713561017,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,86.0,67,11027.0,1.0,1.0,7.0,7.0,4.219507705176107,0,0,0,0
tt8615732,0.0,19.0,2.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0.0,0.0,1.0,2019,0.0,6.984716320118266,1.0,1.0,3.0,3.0,0.0,0.525065963060686,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.002097893128403569,0.0029278656188187753,-0.0008299724904152063,1,3.0,1999.0,95.0,6.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0805188,1.0,16.0,3.0,1.0,0.0,0.0,0.125,1.0,0.0,0.0,0.0,1.0,2006,0.0,7.592366128519796,1.0,1.0,4.0,4.0,0.0,0.525065963060686,0.5131926121372031,0.5013192612137203,1.0,1.0,0.0,0.03486576996918839,0.04393826483726536,-0.009072494868076972,1,2.0,2003.5,93.0,6.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0216841,0.0,7.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,2000,0.0,6.933423025730715,1.0,1.0,4.0,4.0,0.0,0.45574478292156395,0.4899256416406812,0.5013192612137203,1.0,1.0,0.0,0.0,0.00474833481068899,-0.00474833481068899,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0066639,1.0,12.0,2.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,1971,0.0,6.953684210870537,1.0,1.0,3.0,3.0,0.0,0.525065963060686,0.525065963060686,0.5013192612137203,1.0,1.0,0.0,0.8394027129175913,0.8699474558222343,-0.03054474290464304,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0078740,0.0,23.0,4.0,1.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,1.0,1979,0.0,8.720134035412928,1.0,1.0,3.0,3.0,0.0,0.5013192612137203,0.5012059913115322,0.5013192612137203,1.0,1.0,0.0,0.2107984822313756,0.22404641261671784,-0.01324793038534225,1,3.0,1999.0,94.0,5.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0228871,0.0,11.0,1.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,1997,0.0,7.153833801578843,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,3.0,2011.0,91.0,5.7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt2245195,1.0,26.0,5.0,0.0,0.0,0.0,0.15384615384615385,1.0,0.0,0.0,0.0,1.0,2012,0.0,8.045908742270779,2.0,2.0,1.0,1.0,0.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.2006233413218517,0.18671228953680513,0.013911051785046563,1,3.0,2005.0,90.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt1319722,0.0,13.0,3.0,0.0,0.0,0.0,0.23076923076923078,1.0,0.0,0.0,0.0,1.0,1998,0.0,8.115819701211327,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.03316639058228464,0.017815317908889697,0.015351072673394944,1,3.0,1999.0,95.0,6.2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0487027,0.0,8.0,2.0,0.0,0.0,0.0,0.375,1.0,0.0,0.0,0.0,1.0,1998,0.0,7.1049654482698426,1.0,1.0,3.0,3.0,0.0,0.5013192612137203,0.49336181262302636,0.5013192612137203,1.0,1.0,0.0,0.00288283032611282,0.0049543649580267544,-0.0020715346319139342,1,3.0,2005.0,93.0,6.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0167350,0.0,7.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,1.0,1998,0.0,7.359467638255621,1.0,1.0,2.0,2.0,0.0,0.4774469154416384,0.48938308832767935,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,1,3.0,2011.0,90.0,5.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt2180351,1.0,14.0,2.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,1997,0.0,6.96979066990159,1.0,1.0,2.0,2.0,0.0,0.525065963060686,0.5131926121372031,0.5013192612137203,1.0,1.0,0.0,0.00488747799816959,0.0031562658490489398,0.00173121214912065,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0430651,1.0,15.0,3.0,1.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,2004,0.0,9.169518377455928,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.008615025025193245,0.0024278087748987294,0.006187216250294516,1,4.0,2008.0,92.0,6.05,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt1675192,1.0,12.0,2.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,1999,0.0,11.494435575656384,1.0,1.0,1.0,1.0,1.0,0.5013192612137203,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.010283361073916891,0.005002437220601157,0.005280923853315734,1,4.0,2011.0,91.5,5.65,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0421082,1.0,7.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,2007,0.0,11.064949436909847,1.0,1.0,2.0,2.0,0.0,0.525065963060686,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.009777488014680506,0.002814406157034019,0.006963081857646487,1,3.0,1999.0,95.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,88,89.0,113,48445.0,1.0,1.0,-1.0,1.0,4.736198448394496,0,0,0,0
tt0930098,1.0,14.0,2.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,1985,0.0,7.172424577124845,1.0,1.0,2.0,2.0,0.0,0.525065963060686,0.5013192612137203,0.5013192612137203,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,,,,0.0,0,0,0,0
tt0059740,1.0,23.0,5.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,1.0,1965,0.0,9.734595416053834,1.0,1.0,4.0,4.0,0.0,0.5013192612137203,0.501798992564164,0.5013192612137203,1.0,1.0,0.0,0.3016484641390228,0.2877387666839059,0.013909697455116887,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,81.0,11,10144.0,0.0,1.0,19.0,19.0,2.4849066497880004,0,0,0,0
tt2008006,1.0,13.0,3.0,0.0,0.0,0.0,0.23076923076923078,1.0,0.0,0.0,0.0,1.0,2011,0.0,8.644002038279933,1.0,1.0,2.0,2.0,0.0,0.5013192612137203,0.48938308832767935,0.5013192612137203,1.0,1.0,0.0,0.04355528196103237,0.009637203836871461,0.03391807812416091,0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,86.0,30,1317.0,0.0,1.0,7.0,7.0,3.4339872044851463,0,0,0,0
