tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt1198153,movie,The Assassin Next Door,Kirot,0,2009,\N,103,"Action,Crime,Drama"
tt1198385,movie,In the Beginning,À l'origine,0,2009,\N,130,"Crime,Drama"
tt11989890,tvMovie,David Attenborough: A Life on Our Planet,David Attenborough: A Life on Our Planet,0,2020,\N,83,"Biography,Documentary"
tt12013758,movie,Caught by a Wave,Sulla Stessa Onda,0,2021,\N,99,"Drama,Romance,Sport"
tt1202222,movie,Lies & Illusions,Lies & Illusions,0,2009,\N,93,"Action,Thriller"
tt1202540,movie,Dil Bole Hadippa,Dil Bole Hadippa!,0,2009,\N,148,"Comedy,Drama,Romance"
tt12027020,movie,LA Originals,LA Originals,0,2020,\N,92,Documentary
tt1203517,movie,The Graves,The Graves,0,2009,\N,88,"Adventure,Horror,Thriller"
tt1204342,movie,The Muppets,The Muppets,0,2011,\N,103,"Adventure,Comedy,Family"
tt1204883,movie,Boogeyman 3,Boogeyman 3,0,2008,\N,94,"Horror,Thriller"
tt1204977,movie,Ouija,Ouija,0,2014,\N,89,"Horror,Mystery,Thriller"
tt1205071,movie,Paintball,Paintball,0,2009,\N,86,"Action,Thriller"
tt1206086,movie,Rain Fall,Rain Fall,0,2009,\N,111,"Action,Crime,Drama"
tt1206326,movie,"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura","One Piece: Episôdo obu Choppâ + Fuyu ni saku, kiseki no sakura",0,2008,\N,113,"Action,Animation,Comedy"
tt1206881,movie,The Bleeding,The Bleeding,0,2009,\N,80,"Action,Horror"
tt12091980,movie,Thinkalazhcha Nishchayam,Thinkalazhcha Nishchayam,0,2021,\N,109,"Comedy,Drama,Romance"
tt1210071,movie,The Janky Promoters,Janky Promoters,0,2009,\N,85,"Comedy,Crime,Music"
tt1210106,movie,St Trinian's 2: The Legend of Fritton's Gold,St Trinian's 2: The Legend of Fritton's Gold,0,2009,\N,106,"Adventure,Comedy,Family"
tt1210166,movie,Moneyball,Moneyball,0,2011,\N,133,"Biography,Drama,Sport"
tt12108622,movie,Infinitum: Subject Unknown,Infinitum: Subject Unknown,0,2021,\N,86,"Mystery,Sci-Fi"
tt1211837,movie,Doctor Strange,Doctor Strange,0,2016,\N,115,"Action,Adventure,Fantasy"
tt1212436,movie,The Back-up Plan,The Back-up Plan,0,2010,\N,104,"Comedy,Romance"
tt1212974,movie,Bitch Slap,Bitch Slap,0,2009,\N,109,"Action,Comedy,Crime"
tt1213644,movie,Disaster Movie,Disaster Movie,0,2008,\N,87,"Comedy,Sci-Fi"
tt1213856,movie,Voices,Du saram-yida,0,2007,\N,85,"Crime,Drama,Horror"
tt12154638,movie,Just Say Yes,Just Say Yes,0,2021,\N,97,"Comedy,Romance"
tt1217565,movie,Radio Day,Den radio,0,2008,\N,100,Comedy
tt1217613,movie,Battle Los Angeles,Battle: Los Angeles,0,2011,\N,116,"Action,Adventure,Sci-Fi"
tt12192190,movie,One Night in Bangkok,One Night in Bangkok,0,2020,\N,105,"Action,Crime,Drama"
tt1219289,movie,Limitless,Limitless,0,2011,\N,105,"Sci-Fi,Thriller"
tt1220213,movie,Grace,Grace,0,2009,\N,85,"Drama,Horror,Thriller"
tt1220628,movie,I Hope They Serve Beer in Hell,I Hope They Serve Beer in Hell,0,2009,\N,105,Comedy
tt1220634,movie,Resident Evil: Afterlife,Resident Evil: Afterlife,0,2010,\N,96,"Action,Horror,Sci-Fi"
tt1220706,movie,Breathing Room,Breathing Room,0,2008,\N,89,"Horror,Mystery,Thriller"
tt1221207,movie,Demoted,Demoted,0,2011,\N,94,Comedy
tt1222815,movie,Chimpanzee,Chimpanzee,0,2011,\N,78,"Documentary,Family"
tt1223236,movie,African Cats,African Cats,0,2010,\N,89,"Adventure,Documentary"
tt1223980,movie,Two Eyes Staring,Zwart water,0,2010,\N,112,"Horror,Mystery,Thriller"
tt1224376,movie,Tobruk,Tobruk,0,2008,\N,102,"Drama,History,War"
tt1225831,movie,Extraordinary Stories,Historias extraordinarias,0,2008,\N,245,"Drama,Mystery"
tt1226240,movie,A Late Quartet,A Late Quartet,0,2012,\N,105,"Drama,Music"
tt1227378,movie,"Fat, Sick & Nearly Dead","Fat, Sick & Nearly Dead",0,2010,\N,97,Documentary
tt1228931,movie,Kuruvi,Kuruvi,0,2008,\N,150,"Action,Comedy,Drama"
tt1228987,movie,Let Me In,Let Me In,0,2010,\N,116,"Drama,Fantasy,Horror"
tt1229366,movie,Life Partner,Life Partner,0,2009,\N,138,"Comedy,Drama,Romance"
tt1229786,movie,The Ghost Train of Manggarai,Kereta Hantu Manggarai,0,2008,\N,89,Horror
tt1229822,movie,Jane Eyre,Jane Eyre,0,2011,\N,120,"Drama,Mystery,Romance"
tt12299714,movie,Thittam Irandu,Thittam Irandu,0,2021,\N,120,"Crime,Drama,Mystery"
tt1230165,movie,Rock On!!,Rock On!!,0,2008,\N,145,"Drama,Music"
tt1230206,movie,Slaughter,Slaughter,0,2009,\N,96,"Horror,Thriller"
tt1230211,movie,Perkins' 14,Perkins' 14,0,2009,\N,95,"Horror,Thriller"
tt1230544,movie,Konchem Ishtam Konchem Kashtam,Konchem Ishtam Konchem Kashtam,0,2009,\N,165,Romance
tt1231287,movie,Labor Pains,Labor Pains,0,2009,\N,89,"Comedy,Romance"
tt1232831,movie,Crows Zero II,Kurôzu zero II,0,2009,\N,133,"Action,Comedy,Crime"
tt1233461,movie,Miracle of Giving Fool,Babo,0,2008,\N,99,"Comedy,Romance"
tt12335692,movie,Last Man Down,Last Man Down,0,2021,\N,87,"Action,Sci-Fi"
tt1234541,movie,The Butterfly Effect 3: Revelations,The Butterfly Effect 3: Revelations,0,2009,\N,90,"Crime,Sci-Fi,Thriller"
tt1234542,movie,The Last Flight,Le dernier vol,0,2009,\N,98,"Adventure,Drama,Romance"
tt1234559,movie,Chico Xavier,Chico Xavier,0,2010,\N,124,"Biography,Drama"
tt1235448,movie,The Thaw,The Thaw,0,2009,\N,94,"Horror,Sci-Fi"
tt1235536,movie,Lucky Luke,Lucky Luke,0,2009,\N,103,"Adventure,Comedy,Western"
tt12358104,movie,Two,Dos,0,2021,\N,70,"Drama,Mystery,Thriller"
tt1235830,movie,Chico & Rita,Chico & Rita,0,2009,\N,94,"Animation,Crime,Drama"
tt1235841,movie,Sidewalls,Medianeras,0,2011,\N,95,"Comedy,Drama"
tt1235842,movie,The Fish Child,El niño pez,0,2009,\N,96,"Crime,Drama,Romance"
tt12361974,movie,Zack Snyder's Justice League,Zack Snyder's Justice League,0,2021,\N,242,"Action,Adventure,Fantasy"
tt1236472,movie,Lemmy,Lemmy,0,2010,\N,116,"Biography,Documentary,Music"
tt1238302,movie,Scarce,Scarce,0,2008,\N,93,"Horror,Thriller"
tt1238304,movie,Table for Three,Table for Three,0,2009,\N,93,"Comedy,Romance"
tt1239267,movie,No One's Son,Niciji sin,0,2008,\N,100,"Crime,Drama"
tt1239426,movie,Hipsters,Stilyagi,0,2008,\N,115,"Drama,Musical,Romance"
tt12397078,movie,Little Big Women,Gu wei,0,2020,\N,123,"Drama,Family"
tt12399056,movie,Bloodthirsty,Bloodthirsty,0,2020,\N,84,"Drama,Horror,Music"
tt12408808,movie,Clairevoyant,Clairevoyant,0,2021,\N,90,"Comedy,Drama"
tt1241017,movie,How to Make Love to a Woman,How to Make Love to a Woman,0,2010,\N,91,Comedy
tt1241195,movie,Aamir,Aamir,0,2008,\N,99,"Action,Crime,Drama"
tt1241316,movie,Dare,Dare,0,2009,\N,92,"Drama,Romance"
tt1241325,movie,Objectified,Objectified,0,2009,\N,75,Documentary
tt1241329,movie,The River Why,The River Why,0,2010,\N,101,"Drama,Romance"
tt1241721,movie,Thor: Legend of the Magical Hammer,Hetjur Valhallar - Þór,0,2011,\N,79,"Adventure,Animation,Comedy"
tt1242422,movie,Cell 211,Celda 211,0,2009,\N,113,"Action,Crime,Drama"
tt1242522,movie,Oscar and the Lady in Pink,Oscar et la dame rose,0,2009,\N,105,Drama
tt1242527,movie,At World's End,Ved verdens ende,0,2009,\N,95,"Action,Adventure,Comedy"
tt1242881,movie,Snow White and Russian Red,Wojna polsko-ruska,0,2009,\N,108,"Comedy,Drama"
tt1244093,movie,Hisss,Hisss,0,2010,\N,98,"Comedy,Drama,Horror"
tt1244666,movie,Fish Story,Fisshu sutôrî,0,2009,\N,113,"Action,Comedy,Music"
tt1244754,movie,Conviction,Conviction,0,2010,\N,107,"Biography,Crime,Drama"
tt12459520,movie,The Claus Family,De Familie Claus,0,2020,\N,96,"Comedy,Family,Fantasy"
tt1247662,movie,The Good Guy,The Good Guy,0,2009,\N,90,"Comedy,Romance"
tt1247690,movie,Serena,Serena,0,2014,\N,109,"Drama,History,Romance"
tt1247704,movie,Women in Trouble,Women in Trouble,0,2009,\N,92,"Comedy,Drama"
tt12486200,movie,Sky Tour: The Movie,Sky Tour: The Movie,0,2020,\N,94,"Documentary,Music"
tt1248971,movie,Cherrybomb,Cherrybomb,0,2009,\N,76,"Action,Drama,Romance"
tt12492650,movie,Ek,Ek,0,2019,\N,129,"Action,Drama"
tt1251743,movie,Salvation Boulevard,Salvation Boulevard,0,2011,\N,96,"Comedy,Crime,Drama"
tt1252329,movie,Redwoods,Redwoods,0,2009,\N,82,"Drama,Romance"
tt12537774,movie,"Sex, Drugs & Bicycles","Sex, Drugs & Bicycles",0,2020,\N,86,Documentary
tt12546872,movie,This Little Love of Mine,This Little Love of Mine,0,2021,\N,91,"Drama,Romance"
tt1254696,movie,Splinterheads,Splinterheads,0,2009,\N,94,Comedy
tt1255919,movie,Holmes & Watson,Holmes & Watson,0,2018,\N,90,"Comedy,Crime,Mystery"
tt1255951,movie,De Dana Dan,De Dana Dan,0,2009,\N,162,"Comedy,Crime"
tt1255953,movie,Incendies,Incendies,0,2010,\N,131,"Drama,Mystery,War"
tt12592252,movie,Songbird,Songbird,0,2020,\N,84,"Drama,Sci-Fi,Thriller"
tt1259570,movie,Neon Flesh,Carne de neón,0,2010,\N,98,"Comedy,Drama,Thriller"
tt1260365,movie,On the Inside,On the Inside,0,2011,\N,95,"Drama,Thriller"
tt1260567,movie,Dark House,Dark House,0,2009,\N,85,"Horror,Thriller"
tt12607910,movie,Black Is King,Black Is King,0,2020,\N,85,"Adventure,Drama,Fantasy"
tt1261047,movie,Gulaal,Gulaal,0,2009,\N,140,"Crime,Drama,Thriller"
tt1261862,movie,Icarus,Icarus,0,2010,\N,88,"Action,Thriller"
tt1262406,movie,Fading of the Cries,Fading of the Cries,0,2008,\N,94,"Action,Fantasy,Horror"
tt1262877,movie,Coco,Coco,0,2009,\N,95,"Comedy,Drama"
tt1263670,movie,Crazy Heart,Crazy Heart,0,2009,\N,112,"Drama,Music,Romance"
tt1263679,movie,Firaaq,Firaaq,0,2008,\N,101,"Drama,History,Thriller"
tt1263757,movie,Männersache,Männersache,0,2009,\N,90,Comedy
tt1264115,movie,The Trial,The Trial,0,2010,\N,101,"Crime,Drama,Mystery"
tt12642180,movie,Ram Singh Charlie,Ram Singh Charlie,0,2020,\N,104,Drama
tt1264904,movie,Little Nicholas,Le Petit Nicolas,0,2009,\N,91,"Comedy,Family"
tt1264914,movie,Zift,Zift,0,2008,\N,92,"Crime,Drama,Mystery"
tt1266036,movie,Valley Girl,Valley Girl,0,2020,\N,102,"Comedy,Music,Musical"
tt1267319,movie,Home Movie,Home Movie,0,2008,\N,77,"Drama,Horror,Thriller"
tt12680508,movie,Minor Premise,Minor Premise,0,2020,\N,95,"Drama,Sci-Fi,Thriller"
tt1268204,movie,Waste Land,Waste Land,0,2010,\N,99,Documentary
tt1268809,movie,Night of the Demons,Night of the Demons,0,2009,\N,93,"Action,Comedy,Fantasy"
tt1268970,movie,The Last Rites of Ransom Pride,The Last Rites of Ransom Pride,0,2010,\N,83,"Drama,Thriller,Western"
tt1268987,movie,Operation: Endgame,Rogues Gallery,0,2010,\N,87,"Action,Comedy"
tt1270277,movie,Sympathy for Delicious,Sympathy for Delicious,0,2010,\N,96,Drama
tt1270291,movie,Hunter Prey,Hunter Prey,0,2010,\N,88,"Sci-Fi,Thriller"
tt1270761,movie,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,0,2010,\N,99,"Fantasy,Horror,Thriller"
tt1270835,movie,Hatchet II,Hatchet II,0,2010,\N,85,"Action,Comedy,Horror"
tt1272013,movie,Brain Drain,Fuga de cerebros,0,2009,\N,104,"Comedy,Romance"
tt1273235,movie,A Serbian Film,Srpski film,0,2010,\N,104,"Horror,Mystery,Thriller"
tt1273678,movie,The Spy Next Door,The Spy Next Door,0,2010,\N,94,"Action,Comedy,Family"
tt12747236,movie,Do You Love Me As I Love You,"Ke bu ke yi, ni ye gang hao xi huan wo",0,2020,\N,109,"Drama,Romance"
tt1275590,movie,De l'autre côté du lit,De l'autre côté du lit,0,2008,\N,93,Comedy
tt1275861,movie,Under the Mountain,Under the Mountain,0,2009,\N,90,"Adventure,Drama,Fantasy"
tt1276105,movie,Saint John of Las Vegas,Saint John of Las Vegas,0,2009,\N,85,"Comedy,Drama"
tt1276419,movie,A Royal Affair,En kongelig affære,0,2012,\N,137,"Biography,Drama,History"
tt12764606,movie,The Lockdown Hauntings,The Lockdown Hauntings,0,2021,\N,101,"Horror,Thriller"
tt1276962,movie,How to Make Money Selling Drugs,How to Make Money Selling Drugs,0,2012,\N,96,"Crime,Documentary"
tt1277737,movie,The Stoning of Soraya M.,The Stoning of Soraya M.,0,2008,\N,114,Drama
tt1278104,movie,The Ottoman Republic,Osmanli Cumhuriyeti,0,2008,\N,100,Comedy
tt1278124,movie,Detour,Snarveien,0,2009,\N,77,"Horror,Thriller"
tt1278180,movie,Kenny Begins,Kenny Begins,0,2009,\N,87,"Action,Comedy,Sci-Fi"
tt1278322,movie,Colin,Colin,0,2008,\N,97,"Action,Drama,Horror"
tt12789558,movie,Belfast,Belfast,0,2021,\N,98,"Biography,Drama"
tt12801262,movie,Luca,Luca,0,2021,\N,95,"Adventure,Animation,Comedy"
tt1280567,movie,Last Stop 174,Última Parada 174,0,2008,\N,110,"Crime,Drama,Thriller"
tt1281374,movie,Don McKay,Don McKay,0,2009,\N,87,"Drama,Mystery,Thriller"
tt12829958,movie,The Old Ways,The Old Ways,0,2020,\N,90,"Drama,Fantasy,Horror"
tt1283887,movie,Burning Palms,Burning Palms,0,2010,\N,105,"Comedy,Thriller"
tt12839816,movie,Asalu Em Jarigindhante,Asalu Em Jarigindhante,0,2020,\N,110,Drama
tt1284028,movie,Love the Beast,Love the Beast,0,2009,\N,92,"Documentary,Sport"
tt1285009,movie,The Strangers: Prey at Night,The Strangers: Prey at Night,0,2018,\N,85,Horror
tt1285016,movie,The Social Network,The Social Network,0,2010,\N,120,"Biography,Drama"
tt1285130,movie,Pandora's Box,Pandora'nin Kutusu,0,2008,\N,112,Drama
tt1285240,movie,In Their Sleep,Dans ton sommeil,0,2010,\N,84,"Horror,Thriller"
tt1285241,movie,Don 2,Don 2,0,2011,\N,148,"Action,Crime,Thriller"
tt1286129,movie,The Goal of My Life,Ask Tutulmasi,0,2008,\N,99,"Comedy,Romance"
tt1286146,movie,The Eagle Path,The Eagle Path,0,2010,\N,108,"Action,Crime,Drama"
tt12861508,movie,Survive the Game,Survive the Game,0,2021,\N,97,"Action,Thriller"
tt1286154,movie,"Follow Kadri, Not Your Heart",Kadri'nin Götürdügü Yere Git,0,2009,\N,102,Comedy
tt1286159,movie,The Year I Became a Liar,1981,0,2009,\N,102,"Comedy,Drama,Family"
tt1286163,movie,Muro: Nalet Olsun Içimdeki Insan Sevgisine,Muro: Nalet Olsun Içimdeki Insan Sevgisine,0,2008,\N,90,Comedy
tt1286537,movie,"Food, Inc.","Food, Inc.",0,2008,\N,94,"Documentary,News"
tt1287468,movie,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,0,2010,\N,82,"Action,Comedy,Family"
tt12882620,movie,Evil Eye,Evil Eye,0,2020,\N,90,"Horror,Mystery,Thriller"
tt1288461,movie,Gurren Lagann the Movie: Childhood's End,Gekijô ban Tengen toppa guren ragan: Guren hen,0,2008,\N,112,"Action,Animation,Comedy"
tt1288637,movie,Il cosmo sul comò,Il cosmo sul comò,0,2008,\N,100,Comedy
tt12888462,movie,My Octopus Teacher,My Octopus Teacher,0,2020,\N,85,"Documentary,Drama"
tt1289403,movie,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary & Potato Peel Pie Society,0,2018,\N,124,"Drama,Romance,War"
tt1289406,movie,Harry Brown,Harry Brown,0,2009,\N,103,"Action,Crime,Drama"
tt1289437,movie,The Steam Experiment,The Steam Experiment,0,2009,\N,90,"Mystery,Thriller"
tt1290138,movie,Frank & Lola,Frank & Lola,0,2016,\N,88,"Crime,Drama,Romance"
tt1290400,movie,Double Identity,Double Identity,0,2009,\N,93,"Action,Crime,Thriller"
tt1291150,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,2014,\N,101,"Action,Adventure,Animation"
tt1291545,movie,Love and Dance,Kochaj i tancz,0,2009,\N,118,Romance
tt1291547,movie,After Porn Ends,After Porn Ends,0,2012,\N,94,Documentary
tt1291549,movie,Meet Monica Velour,Meet Monica Velour,0,2010,\N,98,"Comedy,Drama,Romance"
tt1292703,movie,Oye Lucky! Lucky Oye!,Oye Lucky! Lucky Oye!,0,2008,\N,125,"Comedy,Crime,Drama"
tt12934748,movie,Waiting for Death,Waiting for Death,0,2020,\N,50,"Fantasy,Horror,Thriller"
tt1293751,movie,Casting By,Casting By,0,2012,\N,89,"Biography,Documentary"
tt1294136,movie,As Good as Dead,As Good as Dead,0,2010,\N,100,"Crime,Thriller"
tt1294182,movie,Living in Emergency,Living in Emergency,0,2008,\N,120,Documentary
tt1294970,movie,The Angriest Man in Brooklyn,The Angriest Man in Brooklyn,0,2014,\N,83,"Comedy,Drama"
tt1295060,movie,The Policeman of the 16th Precinct,O Ilias tou 16ou,0,2008,\N,100,Comedy
tt1296373,movie,The FP,The FP,0,2011,\N,82,"Action,Comedy,Drama"
tt1296869,movie,The Keeper,The Keeper,0,2009,\N,94,"Action,Crime,Thriller"
tt1296899,movie,Wake Wood,Wake Wood,0,2009,\N,90,"Drama,Horror,Thriller"
tt12969078,movie,Atkan Chatkan,Atkan Chatkan,0,2020,\N,126,"Drama,Musical"
tt12987894,movie,American Murder: The Family Next Door,American Murder: The Family Next Door,0,2020,\N,83,"Crime,Documentary"
tt1301990,movie,Every Day,Every Day,0,2010,\N,93,"Comedy,Drama,Romance"
tt1302011,movie,Kung Fu Panda 2,Kung Fu Panda 2,0,2011,\N,90,"Action,Adventure,Animation"
tt1302067,movie,Yogi Bear,Yogi Bear,0,2010,\N,80,"Adventure,Animation,Comedy"
tt1303773,movie,Violent Blue,Violent Blue,0,2011,\N,129,Drama
tt1305591,movie,Mars Needs Moms,Mars Needs Moms,0,2011,\N,88,"Adventure,Animation,Family"
tt1305806,movie,The Secret in Their Eyes,El secreto de sus ojos,0,2009,\N,129,"Drama,Mystery,Romance"
tt1305869,movie,A Midsummer of Love,Sommaren med Göran - En midsommarnattskomedi,0,2009,\N,97,Comedy
tt13065386,movie,Totally Under Control,Totally Under Control,0,2020,\N,123,Documentary
tt13067292,movie,Rogue Hostage,Rogue Hostage,0,2021,\N,93,"Action,Thriller"
tt13069986,movie,After We Fell,After We Fell,0,2021,\N,98,"Drama,Romance"
tt1307442,movie,Blue Dream,Blue Dream,0,2013,\N,90,Drama
tt1307861,movie,American Grindhouse,American Grindhouse,0,2010,\N,80,Documentary
tt1307873,movie,The Big Bang,The Big Bang,0,2010,\N,101,"Action,Crime,Mystery"
tt1307963,movie,Let's Make Money,Let's Make Money,0,2008,\N,110,Documentary
tt1307989,movie,Never Surrender,Never Surrender,0,2009,\N,87,"Action,Drama,Thriller"
tt1308729,movie,Bullet to the Head,Bullet to the Head,0,2012,\N,92,"Action,Crime,Thriller"
tt1309000,movie,Dream.net,Álom.net,0,2009,\N,90,"Comedy,Romance,Sport"
tt13095604,movie,The Phenomenon,The Phenomenon,0,2020,\N,100,Documentary
tt13102440,movie,Play Back,Play Back,0,2021,\N,138,"Crime,Fantasy,Romance"
tt13105824,movie,My Missing Valentine,Xiao shi de qing ren jie,0,2020,\N,119,"Comedy,Drama,Fantasy"
tt1311067,movie,Halloween II,Halloween II,0,2009,\N,105,Horror
tt1313092,movie,Animal Kingdom,Animal Kingdom,0,2010,\N,113,"Crime,Drama,Thriller"
tt13131186,movie,Enemy,Enemy,0,2021,\N,159,"Action,Drama,Thriller"
tt1313139,movie,The Oranges,The Oranges,0,2011,\N,90,"Comedy,Drama,Romance"
tt13131636,movie,Velle,Velle,0,2021,\N,125,"Comedy,Crime,Drama"
tt1313230,movie,In the Name of the Father,Be name pedar,0,2006,\N,96,"Drama,War"
tt1314177,movie,Damage,Damage,0,2009,\N,102,"Action,Drama"
tt1314239,movie,Eraser Children,Eraser Children,0,2009,\N,100,"Comedy,Drama,Fantasy"
tt13150630,movie,Secrets of the Saqqara Tomb,Secrets of the Saqqara Tomb,0,2020,\N,113,"Documentary,History"
tt1315981,movie,A Single Man,A Single Man,0,2009,\N,99,"Drama,Romance,Thriller"
tt1316622,movie,Wrecked,Wrecked,0,2010,\N,91,"Adventure,Drama,Mystery"
tt1318514,movie,Rise of the Planet of the Apes,Rise of the Planet of the Apes,0,2011,\N,105,"Action,Drama,Sci-Fi"
tt1319722,movie,A Little Help,A Little Help,0,2010,\N,109,"Comedy,Drama,Romance"
tt1320082,movie,The Concert,Le concert,0,2009,\N,119,"Comedy,Drama,Music"
tt1320254,movie,Presumed Guilty,Presunto culpable,0,2008,\N,87,Documentary
tt1320261,movie,Gulliver's Travels,Gulliver's Travels,0,2010,\N,85,"Adventure,Comedy,Family"
tt1320291,movie,The Reef,The Reef,0,2010,\N,94,"Adventure,Horror,Thriller"
tt1321509,movie,Death at a Funeral,Death at a Funeral,0,2010,\N,92,"Comedy,Drama"
tt1322306,movie,Exorcismus,La posesión de Emma Evans,0,2010,\N,98,Horror
tt1323044,movie,Freeloaders,Freeloaders,0,2012,\N,77,Comedy
tt1323594,movie,Despicable Me,Despicable Me,0,2010,\N,95,"Adventure,Animation,Comedy"
tt1324059,movie,Wake Up Sid,Wake Up Sid,0,2009,\N,138,"Comedy,Drama,Romance"
tt13242960,movie,Middle Class Melodies,Middle Class Melodies,0,2020,\N,135,"Comedy,Drama,Romance"
tt13249198,movie,Raja Raja Chora,Raja Raja Chora,0,2021,\N,145,Comedy
tt1325723,movie,Choose,Choose,0,2011,\N,83,"Crime,Drama,Horror"
tt13265876,movie,Apex,Apex,0,2021,\N,93,"Action,Drama,Sci-Fi"
tt1326733,movie,The Art of the Steal,The Art of the Steal,0,2009,\N,101,Documentary
tt1326972,movie,Red Cliff II,Chi bi: Jue zhan tian xia,0,2009,\N,142,"Action,Adventure,Drama"
tt1327200,movie,The Reeds,The Reeds,0,2010,\N,86,"Horror,Mystery,Thriller"
tt1327628,movie,Whores' Glory,Whores' Glory,0,2011,\N,119,Documentary
tt1327819,movie,Boy Interrupted,Boy Interrupted,0,2009,\N,92,"Biography,Documentary,Drama"
tt13279528,movie,What We Wanted,Was wir wollten,0,2020,\N,93,Drama
tt13281312,movie,"Wrong Place, Wrong Time","Wrong Place, Wrong Time",0,2021,\N,85,"Action,Horror,Thriller"
tt1329177,movie,K-11,K-11,0,2012,\N,88,Drama
tt1331025,movie,The September Issue,The September Issue,0,2009,\N,90,Documentary
tt13310936,movie,Thimmarusu: Assignment Vali,Thimmarusu: Assignment Vali,0,2021,\N,127,Drama
tt1331307,movie,Dread,Dread,0,2009,\N,98,"Drama,Horror,Thriller"
tt1332486,movie,Kiss Me Again,Baciami ancora,0,2010,\N,139,"Drama,Romance"
tt1333125,movie,Movie 43,Movie 43,0,2013,\N,94,Comedy
tt1334102,movie,The Resident,The Resident,0,2011,\N,91,"Crime,Drama,Horror"
tt1334254,movie,Maharathi,Maharathi,0,2008,\N,114,"Crime,Drama,Mystery"
tt1334260,movie,Never Let Me Go,Never Let Me Go,0,2010,\N,103,"Drama,Romance"
tt13363828,movie,We Need to Do Something,We Need to Do Something,0,2021,\N,97,"Horror,Mystery"
tt1336601,movie,La meute,La meute,0,2010,\N,84,Horror
tt1337032,movie,Trailer Park Boys: Countdown to Liquor Day,Trailer Park Boys: Countdown to Liquor Day,0,2009,\N,102,"Comedy,Crime"
tt1337117,movie,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film","Nightmares in Red, White and Blue: The Evolution of the American Horror Film",0,2009,\N,96,"Documentary,Horror"
tt13372794,movie,The Manor,The Manor,0,2021,\N,81,"Horror,Mystery"
tt13381376,movie,Welcome Home,Welcome Home,0,2020,\N,126,"Crime,Drama,Horror"
tt13382698,movie,Trigger Point,Trigger Point,0,2021,\N,85,"Action,Mystery,Thriller"
tt13392012,movie,Demonic,Demonic,0,2021,\N,104,"Drama,Horror,Sci-Fi"
tt1339248,movie,Aapthamitra,Aapthamitra,0,2004,\N,100,"Drama,Horror,Thriller"
tt13393728,movie,The Con-Heartist,The Con-Heartist,0,2020,\N,128,"Comedy,Romance"
tt1340107,movie,In a Better World,Hævnen,0,2010,\N,118,"Drama,Romance"
tt1340838,movie,Raaz: The Mystery Continues,Raaz: The Mystery Continues,0,2009,\N,151,"Horror,Mystery,Thriller"
tt1341167,movie,Four Lions,Four Lions,0,2010,\N,97,"Comedy,Crime,Drama"
tt1341340,movie,A Warrior's Heart,A Warrior's Heart,0,2011,\N,86,"Action,Drama,Family"
tt13423846,movie,321 Action,321 Action,0,2020,\N,100,Drama
tt1342402,movie,Mommo,Mommo,0,2009,\N,94,"Drama,Family"
tt13428402,movie,Stand by Me Doraemon 2,Stand by Me Doraemon 2,0,2020,\N,96,"Animation,Comedy,Drama"
tt13429362,movie,In the Earth,In the Earth,0,2021,\N,107,"Drama,Horror,Mystery"
tt1343046,movie,Detective Conan: The Raven Chaser,Meitantei Conan: Shikkoku no chaser,0,2009,\N,111,"Action,Adventure,Animation"
tt1343092,movie,The Great Gatsby,The Great Gatsby,0,2013,\N,143,"Drama,Romance"
tt1343703,movie,Fortress of War,Brestskaya krepost,0,2010,\N,138,"Action,Drama,War"
tt1343704,movie,Time You Change,Zeiten ändern Dich,0,2010,\N,94,"Biography,Drama,Music"
tt1343727,movie,Dredd,Dredd,0,2012,\N,95,"Action,Crime,Sci-Fi"
tt13446424,movie,Christmas Crossfire,Wir können nicht anders,0,2020,\N,106,"Comedy,Crime,Thriller"
tt13451792,movie,Kya Meri Sonam Gupta Bewafa Hai,Kya Meri Sonam Gupta Bewafa Hai,0,2021,\N,136,"Comedy,Romance"
tt13453006,movie,Red Rocket,Red Rocket,0,2021,\N,130,"Comedy,Drama,Romance"
tt1345777,movie,Ishqiya,Ishqiya,0,2010,\N,118,"Comedy,Drama,Romance"
tt13458600,movie,Emicida: AmarElo - It's All for Yesterday,Emicida: AmarElo - It's All for Yesterday,0,2020,\N,89,"Documentary,Music"
tt13462900,movie,The Battle at Lake Changjin,Changjin hu,0,2021,\N,176,"Action,Drama,History"
tt1346516,movie,"That's It, That's All.","That's It, That's All.",0,2008,\N,60,"Adventure,Documentary,Sport"
tt13485172,movie,Gaali Sampath,Gaali Sampath,0,2021,\N,130,"Comedy,Drama"
tt1349853,movie,Overheard,Sit ting fung wan,0,2009,\N,100,"Crime,Thriller"
tt1350484,movie,Curious George 2: Follow That Monkey!,Curious George 2: Follow That Monkey!,0,2009,\N,80,"Adventure,Animation,Comedy"
tt1351177,movie,Last of the Living,Last of the Living,0,2009,\N,88,"Comedy,Horror,Sci-Fi"
